trial	subject	repetition	x	y	random
tr	r1	0	0.01	-0.35	true
tr	r1	0	0.017071066	-0.34292892	true
tr	r1	0	0.024142135	-0.33585787	true
tr	r1	0	0.031213202	-0.3287868	true
tr	r1	0	0.03828427	-0.3217157	true
tr	r1	0	0.04828427	-0.3217157	true
tr	r1	0	0.058284268	-0.3217157	true
tr	r1	0	0.068284266	-0.3217157	true
tr	r1	0	0.07828427	-0.3217157	true
tr	r1	0	0.08828427	-0.3217157	true
tr	r1	0	0.09828427	-0.3217157	true
tr	r1	0	0.108284265	-0.3217157	true
tr	r1	0	0.115355335	-0.3287868	true
tr	r1	0	0.122426406	-0.33585787	true
tr	r1	0	0.122426406	-0.34585786	true
tr	r1	0	0.122426406	-0.35585785	true
tr	r1	0	0.115355335	-0.36292893	true
tr	r1	0	0.108284265	-0.37	true
tr	r1	0	0.09828427	-0.37	true
tr	r1	0	0.0912132	-0.36292893	true
tr	r1	0	0.08414213	-0.35585785	true
tr	r1	0	0.08414213	-0.34585786	true
tr	r1	0	0.08414213	-0.33585787	true
tr	r1	0	0.074142136	-0.33585787	true
tr	r1	0	0.06414214	-0.33585787	true
tr	r1	0	0.054142136	-0.33585784	true
tr	r1	0	0.04707107	-0.3287868	true
tr	r1	0	0.04707107	-0.31878677	true
tr	r1	0	0.047071073	-0.30878678	true
tr	r1	0	0.040000007	-0.3017157	true
tr	r1	0	0.040000007	-0.2917157	true
tr	r1	0	0.040000007	-0.28171572	true
tr	r1	0	0.03292894	-0.27464464	true
tr	r1	0	0.025857873	-0.28171572	true
tr	r1	0	0.018786805	-0.28878677	true
tr	r1	0	0.018786803	-0.2987868	true
tr	r1	0	0.018786803	-0.30878678	true
tr	r1	0	0.018786803	-0.31878677	true
tr	r1	0	0.02585787	-0.32585785	true
tr	r1	0	0.032928936	-0.33292893	true
tr	r1	0	0.040000007	-0.33999997	true
tr	r1	0	0.047071073	-0.34707105	true
tr	r1	0	0.05707107	-0.34707105	true
tr	r1	0	0.06414214	-0.33999997	true
tr	r1	0	0.07121321	-0.33292893	true
tr	r1	0	0.07828428	-0.32585785	true
tr	r1	0	0.08535534	-0.31878677	true
tr	r1	0	0.09535534	-0.31878677	true
tr	r1	0	0.105355345	-0.31878677	true
tr	r1	0	0.11535534	-0.31878677	true
tr	r1	0	0.12242641	-0.32585785	true
tr	r1	0	0.122426406	-0.33585784	true
tr	r1	0	0.122426406	-0.34585786	true
tr	r1	0	0.12949748	-0.3529289	true
tr	r1	0	0.13656855	-0.35999998	true
tr	r1	0	0.14363961	-0.36707106	true
tr	r1	0	0.15363961	-0.36707106	true
tr	r1	0	0.1636396	-0.36707106	true
tr	r1	0	0.17071068	-0.3741421	true
tr	r1	0	0.17071068	-0.38414213	true
tr	r1	0	0.17778175	-0.39121318	true
tr	r1	0	0.18485281	-0.39828426	true
tr	r1	0	0.19192389	-0.40535533	true
tr	r1	0	0.19192389	-0.41535532	true
tr	r1	0	0.18485281	-0.4224264	true
tr	r1	0	0.17778175	-0.42949745	true
tr	r1	0	0.17071068	-0.43656853	true
tr	r1	0	0.1636396	-0.4436396	true
tr	r1	0	0.15363961	-0.44363958	true
tr	r1	0	0.14656854	-0.43656853	true
tr	r1	0	0.13949747	-0.42949745	true
tr	r1	0	0.12949747	-0.42949745	true
tr	r1	0	0.11949747	-0.42949745	true
tr	r1	0	0.10949747	-0.42949745	true
tr	r1	0	0.099497475	-0.42949745	true
tr	r1	0	0.092426404	-0.43656853	true
tr	r1	0	0.08535534	-0.44363958	true
tr	r1	0	0.07828427	-0.45071065	true
tr	r1	0	0.06828427	-0.45071065	true
tr	r1	0	0.05828427	-0.45071065	true
tr	r1	0	0.04828427	-0.45071065	true
tr	r1	0	0.038284272	-0.45071065	true
tr	r1	0	0.028284272	-0.45071065	true
tr	r1	0	0.021213204	-0.4577817	true
tr	r1	0	0.014142135	-0.46485278	true
tr	r1	0	0.0041421354	-0.46485278	true
tr	r1	0	-0.0029289315	-0.4577817	true
tr	r1	0	-0.009999998	-0.45071065	true
tr	r1	0	-0.009999997	-0.44071063	true
tr	r1	0	-0.009999996	-0.43071064	true
tr	r1	0	-0.017071063	-0.42363957	true
tr	r1	0	-0.01707106	-0.41363958	true
tr	r1	0	-0.01707106	-0.40363958	true
tr	r1	0	-0.017071059	-0.39363956	true
tr	r1	0	-0.017071057	-0.38363957	true
tr	r1	0	-0.009999989	-0.3765685	true
tr	r1	0	-0.0029289199	-0.36949745	true
tr	r1	0	-0.0029289185	-0.35949746	true
tr	r1	0	-0.0029289173	-0.34949744	true
tr	r1	0	-0.009999984	-0.3424264	true
tr	r1	0	-0.019999985	-0.3424264	true
tr	r1	0	-0.029999984	-0.3424264	true
tr	r1	0	-0.03707105	-0.3353553	true
tr	r1	0	-0.03707105	-0.32535532	true
tr	r1	0	-0.03707105	-0.3153553	true
tr	r1	0	-0.037071045	-0.3053553	true
tr	r1	0	-0.037071045	-0.29535532	true
tr	r1	0	-0.037071045	-0.2853553	true
tr	r1	0	-0.03707104	-0.2753553	true
tr	r1	0	-0.03707104	-0.26535532	true
tr	r1	0	-0.03707104	-0.2553553	true
tr	r1	0	-0.037071038	-0.24535531	true
tr	r1	0	-0.037071038	-0.2353553	true
tr	r1	0	-0.037071034	-0.22535531	true
tr	r1	0	-0.037071034	-0.2153553	true
tr	r1	0	-0.037071034	-0.20535532	true
tr	r1	0	-0.03707103	-0.19535531	true
tr	r1	0	-0.03707103	-0.1853553	true
tr	r1	0	-0.03707103	-0.17535532	true
tr	r1	0	-0.02999996	-0.16828424	true
tr	r1	0	-0.022928892	-0.16121317	true
tr	r1	0	-0.015857823	-0.15414211	true
tr	r1	0	-0.0058578234	-0.15414211	true
tr	r1	0	0.0012132426	-0.16121317	true
tr	r1	0	0.011213242	-0.16121319	true
tr	r1	0	0.021213243	-0.16121319	true
tr	r1	0	0.031213243	-0.16121319	true
tr	r1	0	0.04121324	-0.16121319	true
tr	r1	0	0.048284307	-0.16828425	true
tr	r1	0	0.048284307	-0.17828426	true
tr	r1	0	0.048284303	-0.18828426	true
tr	r1	0	0.0482843	-0.19828425	true
tr	r1	0	0.0482843	-0.20828426	true
tr	r1	0	0.048284296	-0.21828425	true
tr	r1	0	0.048284296	-0.22828425	true
tr	r1	0	0.048284292	-0.23828426	true
tr	r1	0	0.048284292	-0.24828425	true
tr	r1	0	0.04121322	-0.25535533	true
tr	r1	0	0.03414215	-0.26242638	true
tr	r1	0	0.041213218	-0.26949745	true
tr	r1	0	0.048284285	-0.27656853	true
tr	r1	0	0.05535535	-0.28363958	true
tr	r1	0	0.062426418	-0.29071066	true
tr	r1	0	0.06949748	-0.29778174	true
tr	r1	0	0.07656855	-0.3048528	true
tr	r1	0	0.08656855	-0.3048528	true
tr	r1	0	0.09363962	-0.29778174	true
tr	r1	0	0.10363962	-0.29778174	true
tr	r1	0	0.113639615	-0.29778174	true
tr	r1	0	0.12363962	-0.29778174	true
tr	r1	0	0.13363962	-0.29778174	true
tr	r1	0	0.14071068	-0.2907107	true
tr	r1	0	0.15071069	-0.2907107	true
tr	r1	0	0.16071069	-0.2907107	true
tr	r1	0	0.16778176	-0.2836396	true
tr	r1	0	0.17778176	-0.2836396	true
tr	r1	0	0.18778175	-0.2836396	true
tr	r1	0	0.19485281	-0.2907107	true
tr	r1	0	0.20192389	-0.29778177	true
tr	r1	0	0.20899495	-0.3048528	true
tr	r1	0	0.21606602	-0.3119239	true
tr	r1	0	0.22313708	-0.31899497	true
tr	r1	0	0.23020816	-0.32606602	true
tr	r1	0	0.23727922	-0.3331371	true
tr	r1	0	0.24435028	-0.34020817	true
tr	r1	0	0.25142136	-0.34727925	true
tr	r1	0	0.25142136	-0.35727924	true
tr	r1	0	0.2584924	-0.36435032	true
tr	r1	0	0.2655635	-0.37142137	true
tr	r1	0	0.2655635	-0.3814214	true
tr	r1	0	0.2584924	-0.38849244	true
tr	r1	0	0.25142133	-0.3955635	true
tr	r1	0	0.24435027	-0.40263456	true
tr	r1	0	0.2372792	-0.40970564	true
tr	r1	0	0.2272792	-0.40970564	true
tr	r1	0	0.22020814	-0.41677672	true
tr	r1	0	0.21313706	-0.42384776	true
tr	r1	0	0.206066	-0.43091884	true
tr	r1	0	0.19606599	-0.43091884	true
tr	r1	0	0.18606599	-0.43091884	true
tr	r1	0	0.176066	-0.43091884	true
tr	r1	0	0.16899493	-0.42384776	true
tr	r1	0	0.16192386	-0.4167767	true
tr	r1	0	0.15192387	-0.4167767	true
tr	r1	0	0.1448528	-0.4097056	true
tr	r1	0	0.1448528	-0.39970562	true
tr	r1	0	0.15192387	-0.39263454	true
tr	r1	0	0.15899494	-0.3855635	true
tr	r1	0	0.15899494	-0.37556347	true
tr	r1	0	0.15899494	-0.36556348	true
tr	r1	0	0.15192388	-0.3584924	true
tr	r1	0	0.14485282	-0.35142136	true
tr	r1	0	0.14485282	-0.34142134	true
tr	r1	0	0.1519239	-0.3343503	true
tr	r1	0	0.15899496	-0.3272792	true
tr	r1	0	0.16606602	-0.32020816	true
tr	r1	0	0.1731371	-0.31313708	true
tr	r1	0	0.1831371	-0.31313708	true
tr	r1	0	0.1931371	-0.31313708	true
tr	r1	0	0.2031371	-0.31313708	true
tr	r1	0	0.21020816	-0.30606604	true
tr	r1	0	0.21020816	-0.29606605	true
tr	r1	0	0.21020818	-0.28606603	true
tr	r1	0	0.22020817	-0.28606603	true
tr	r1	0	0.23020817	-0.28606603	true
tr	r1	0	0.24020818	-0.28606606	true
tr	r1	0	0.25020817	-0.28606606	true
tr	r1	0	0.26020816	-0.28606606	true
tr	r1	0	0.27020818	-0.28606606	true
tr	r1	0	0.28020817	-0.28606606	true
tr	r1	0	0.29020816	-0.28606606	true
tr	r1	0	0.30020818	-0.28606606	true
tr	r1	0	0.31020817	-0.28606606	true
tr	r1	0	0.32020816	-0.28606606	true
tr	r1	0	0.32727924	-0.278995	true
