x	y	angle
-0.3399999	-0.32000008	NA
-0.32999992	-0.33000007	NA
-0.3399999	-0.3400001	NA
-0.32999992	-0.35000008	NA
-0.3399999	-0.3600001	NA
-0.32999992	-0.3700001	NA
-0.3399999	-0.3800001	NA
-0.32999992	-0.3900001	NA
-0.3399999	-0.40000013	NA
-0.32999992	-0.41000012	NA
-0.3399999	-0.42000014	NA
-0.32999992	-0.43000013	NA
-0.3399999	-0.44000015	NA
-0.32999992	-0.45000014	NA
-0.3399999	-0.46000016	NA
-0.32999992	-0.47000015	NA
-0.3399999	-0.48000017	NA
-0.32999992	-0.49000016	NA
-0.3199999	0.5	NA
-0.3099999	0.49	NA
-0.3199999	0.48	NA
-0.3099999	0.47	NA
-0.3199999	0.45999998	NA
-0.3099999	0.45	NA
-0.3199999	0.43999997	NA
-0.3099999	0.42999998	NA
-0.3199999	0.41999996	NA
-0.3099999	0.40999997	NA
-0.3199999	0.39999995	NA
-0.3099999	0.38999996	NA
-0.3199999	0.37999994	NA
-0.3099999	0.36999995	NA
-0.3199999	0.35999992	NA
-0.3099999	0.34999993	NA
-0.3199999	0.3399999	NA
-0.3099999	0.32999992	NA
-0.3199999	0.3199999	NA
-0.3099999	0.3099999	NA
-0.3199999	0.2999999	NA
-0.3099999	0.2899999	NA
-0.3199999	0.27999988	NA
-0.3099999	0.2699999	NA
-0.3199999	0.25999987	NA
-0.3099999	0.24999987	NA
-0.3199999	0.23999988	NA
-0.3099999	0.22999987	NA
-0.3199999	0.21999988	NA
-0.3099999	0.20999987	NA
-0.3199999	0.19999988	NA
-0.3099999	0.18999988	NA
-0.3199999	0.17999989	NA
-0.3099999	0.16999988	NA
-0.3199999	0.15999989	NA
-0.3099999	0.14999989	NA
-0.3199999	0.1399999	NA
-0.3099999	0.12999989	NA
-0.3199999	0.1199999	NA
-0.3099999	0.1099999	NA
-0.3199999	0.099999905	NA
-0.3099999	0.08999991	NA
-0.3199999	0.07999991	NA
-0.3099999	0.06999991	NA
-0.3199999	0.05999991	NA
-0.3099999	0.049999908	NA
-0.3199999	0.03999991	NA
-0.3099999	0.02999991	NA
-0.3199999	0.01999991	NA
-0.3099999	0.00999991	NA
-0.3199999	-8.940697E-8	NA
-0.3099999	-0.010000089	NA
-0.3199999	-0.020000089	NA
-0.3099999	-0.030000089	NA
-0.3199999	-0.04000009	NA
-0.3099999	-0.050000086	NA
-0.3199999	-0.060000088	NA
-0.3099999	-0.07000009	NA
-0.3199999	-0.08000009	NA
-0.3099999	-0.090000086	NA
-0.3199999	-0.10000008	NA
-0.3099999	-0.11000008	NA
-0.3199999	-0.12000008	NA
-0.3099999	-0.13000008	NA
-0.3199999	-0.14000008	NA
-0.3099999	-0.15000008	NA
-0.3199999	-0.16000007	NA
-0.3099999	-0.17000008	NA
-0.3199999	-0.18000007	NA
-0.3099999	-0.19000007	NA
-0.3199999	-0.20000006	NA
-0.3099999	-0.21000007	NA
-0.3199999	-0.22000006	NA
-0.3099999	-0.23000006	NA
-0.3199999	-0.24000005	NA
-0.3099999	-0.25000006	NA
-0.3199999	-0.26000005	NA
-0.3099999	-0.27000004	NA
-0.3199999	-0.28000006	NA
-0.3099999	-0.29000005	NA
-0.3199999	-0.30000007	NA
-0.3099999	-0.31000006	NA
-0.3199999	-0.32000008	NA
-0.3099999	-0.33000007	NA
-0.3199999	-0.3400001	NA
-0.3099999	-0.35000008	NA
-0.3199999	-0.3600001	NA
-0.3099999	-0.3700001	NA
-0.3199999	-0.3800001	NA
-0.3099999	-0.3900001	NA
-0.3199999	-0.40000013	NA
-0.3099999	-0.41000012	NA
-0.3199999	-0.42000014	NA
-0.3099999	-0.43000013	NA
-0.3199999	-0.44000015	NA
-0.3099999	-0.45000014	NA
-0.3199999	-0.46000016	NA
-0.3099999	-0.47000015	NA
-0.3199999	-0.48000017	NA
-0.3099999	-0.49000016	NA
-0.2999999	0.5	NA
-0.2899999	0.49	NA
-0.2999999	0.48	NA
-0.2899999	0.47	NA
-0.2999999	0.45999998	NA
-0.2899999	0.45	NA
-0.2999999	0.43999997	NA
-0.2899999	0.42999998	NA
-0.2999999	0.41999996	NA
-0.2899999	0.40999997	NA
-0.2999999	0.39999995	NA
-0.2899999	0.38999996	NA
-0.2999999	0.37999994	NA
-0.2899999	0.36999995	NA
-0.2999999	0.35999992	NA
-0.2899999	0.34999993	NA
-0.2999999	0.3399999	NA
-0.2899999	0.32999992	NA
-0.2999999	0.3199999	NA
-0.2899999	0.3099999	NA
-0.2999999	0.2999999	NA
-0.2899999	0.2899999	NA
-0.2999999	0.27999988	NA
-0.2899999	0.2699999	NA
-0.2999999	0.25999987	NA
-0.2899999	0.24999987	NA
-0.2999999	0.23999988	NA
-0.2899999	0.22999987	NA
-0.2999999	0.21999988	NA
-0.2899999	0.20999987	NA
-0.2999999	0.19999988	NA
-0.2899999	0.18999988	NA
-0.2999999	0.17999989	NA
-0.2899999	0.16999988	NA
-0.2999999	0.15999989	NA
-0.2899999	0.14999989	NA
-0.2999999	0.1399999	NA
-0.2899999	0.12999989	NA
-0.2999999	0.1199999	NA
-0.2899999	0.1099999	NA
-0.2999999	0.099999905	NA
-0.2899999	0.08999991	NA
-0.2999999	0.07999991	NA
-0.2899999	0.06999991	NA
-0.2999999	0.05999991	NA
-0.2899999	0.049999908	NA
-0.2999999	0.03999991	NA
-0.2899999	0.02999991	NA
-0.2999999	0.01999991	NA
-0.2899999	0.00999991	NA
-0.2999999	-8.940697E-8	NA
-0.2899999	-0.010000089	NA
-0.2999999	-0.020000089	NA
-0.2899999	-0.030000089	NA
-0.2999999	-0.04000009	NA
-0.2899999	-0.050000086	NA
-0.2999999	-0.060000088	NA
-0.2899999	-0.07000009	NA
-0.2999999	-0.08000009	NA
-0.2899999	-0.090000086	NA
-0.2999999	-0.10000008	NA
-0.2899999	-0.11000008	NA
-0.2999999	-0.12000008	NA
-0.2899999	-0.13000008	NA
-0.2999999	-0.14000008	NA
-0.2899999	-0.15000008	NA
-0.2999999	-0.16000007	NA
-0.2899999	-0.17000008	NA
-0.2999999	-0.18000007	NA
-0.2899999	-0.19000007	NA
-0.2999999	-0.20000006	NA
-0.2899999	-0.21000007	NA
-0.2999999	-0.22000006	NA
-0.2899999	-0.23000006	NA
-0.2999999	-0.24000005	NA
-0.2899999	-0.25000006	NA
-0.2999999	-0.26000005	NA
-0.2899999	-0.27000004	NA
-0.2999999	-0.28000006	NA
-0.2899999	-0.29000005	NA
-0.2999999	-0.30000007	NA
-0.2899999	-0.31000006	NA
-0.2999999	-0.32000008	NA
-0.2899999	-0.33000007	NA
-0.2999999	-0.3400001	NA
-0.2899999	-0.35000008	NA
-0.2999999	-0.3600001	NA
-0.2899999	-0.3700001	NA
-0.2999999	-0.3800001	NA
-0.2899999	-0.3900001	NA
-0.2999999	-0.40000013	NA
-0.2899999	-0.41000012	NA
-0.2999999	-0.42000014	NA
-0.2899999	-0.43000013	NA
-0.2999999	-0.44000015	NA
-0.2899999	-0.45000014	NA
-0.2999999	-0.46000016	NA
-0.2899999	-0.47000015	NA
-0.2999999	-0.48000017	NA
-0.2899999	-0.49000016	NA
-0.27999988	0.5	NA
-0.2699999	0.49	NA
-0.27999988	0.48	NA
-0.2699999	0.47	NA
-0.27999988	0.45999998	NA
-0.2699999	0.45	NA
-0.27999988	0.43999997	NA
-0.2699999	0.42999998	NA
-0.27999988	0.41999996	NA
-0.2699999	0.40999997	NA
-0.27999988	0.39999995	NA
-0.2699999	0.38999996	NA
-0.27999988	0.37999994	NA
-0.2699999	0.36999995	NA
-0.27999988	0.35999992	NA
-0.2699999	0.34999993	NA
-0.27999988	0.3399999	NA
-0.2699999	0.32999992	NA
-0.27999988	0.3199999	NA
-0.2699999	0.3099999	NA
-0.27999988	0.2999999	NA
-0.2699999	0.2899999	NA
-0.27999988	0.27999988	NA
-0.2699999	0.2699999	NA
-0.27999988	0.25999987	NA
-0.2699999	0.24999987	NA
-0.27999988	0.23999988	NA
-0.2699999	0.22999987	NA
-0.27999988	0.21999988	NA
-0.2699999	0.20999987	NA
-0.27999988	0.19999988	NA
-0.2699999	0.18999988	NA
-0.27999988	0.17999989	NA
-0.2699999	0.16999988	NA
-0.27999988	0.15999989	NA
-0.2699999	0.14999989	NA
-0.27999988	0.1399999	NA
-0.2699999	0.12999989	NA
-0.27999988	0.1199999	NA
-0.2699999	0.1099999	NA
-0.27999988	0.099999905	NA
-0.2699999	0.08999991	NA
-0.27999988	0.07999991	NA
-0.2699999	0.06999991	NA
-0.27999988	0.05999991	NA
-0.2699999	0.049999908	NA
-0.27999988	0.03999991	NA
-0.2699999	0.02999991	5.497787
-0.27999988	0.01999991	NA
-0.2699999	0.00999991	0.7853982
-0.27999988	-8.940697E-8	0.7853982
-0.2699999	-0.010000089	NA
-0.27999988	-0.020000089	1.5707964
-0.2699999	-0.030000089	NA
-0.27999988	-0.04000009	1.5707964
-0.2699999	-0.050000086	2.3561945
-0.27999988	-0.060000088	NA
-0.2699999	-0.07000009	NA
-0.27999988	-0.08000009	NA
-0.2699999	-0.090000086	NA
-0.27999988	-0.10000008	NA
-0.2699999	-0.11000008	NA
-0.27999988	-0.12000008	NA
-0.2699999	-0.13000008	NA
-0.27999988	-0.14000008	NA
-0.2699999	-0.15000008	NA
-0.27999988	-0.16000007	NA
-0.2699999	-0.17000008	NA
-0.27999988	-0.18000007	NA
-0.2699999	-0.19000007	NA
-0.27999988	-0.20000006	NA
-0.2699999	-0.21000007	NA
-0.27999988	-0.22000006	NA
-0.2699999	-0.23000006	NA
-0.27999988	-0.24000005	NA
-0.2699999	-0.25000006	NA
-0.27999988	-0.26000005	NA
-0.2699999	-0.27000004	NA
-0.27999988	-0.28000006	NA
-0.2699999	-0.29000005	NA
-0.27999988	-0.30000007	NA
-0.2699999	-0.31000006	NA
-0.27999988	-0.32000008	NA
-0.2699999	-0.33000007	NA
-0.27999988	-0.3400001	NA
-0.2699999	-0.35000008	NA
-0.27999988	-0.3600001	NA
-0.2699999	-0.3700001	NA
-0.27999988	-0.3800001	NA
-0.2699999	-0.3900001	NA
-0.27999988	-0.40000013	NA
-0.2699999	-0.41000012	NA
-0.27999988	-0.42000014	NA
-0.2699999	-0.43000013	NA
-0.27999988	-0.44000015	NA
-0.2699999	-0.45000014	NA
-0.27999988	-0.46000016	NA
-0.2699999	-0.47000015	NA
-0.27999988	-0.48000017	NA
-0.2699999	-0.49000016	NA
-0.25999987	0.5	NA
-0.24999987	0.49	NA
-0.25999987	0.48	NA
-0.24999987	0.47	NA
-0.25999987	0.45999998	NA
-0.24999987	0.45	NA
-0.25999987	0.43999997	NA
-0.24999987	0.42999998	NA
-0.25999987	0.41999996	NA
-0.24999987	0.40999997	NA
-0.25999987	0.39999995	NA
-0.24999987	0.38999996	NA
-0.25999987	0.37999994	NA
-0.24999987	0.36999995	NA
-0.25999987	0.35999992	NA
-0.24999987	0.34999993	NA
-0.25999987	0.3399999	NA
-0.24999987	0.32999992	NA
-0.25999987	0.3199999	NA
-0.24999987	0.3099999	NA
-0.25999987	0.2999999	NA
-0.24999987	0.2899999	NA
-0.25999987	0.27999988	NA
-0.24999987	0.2699999	NA
-0.25999987	0.25999987	NA
-0.24999987	0.24999987	NA
-0.25999987	0.23999988	NA
-0.24999987	0.22999987	NA
-0.25999987	0.21999988	NA
-0.24999987	0.20999987	NA
-0.25999987	0.19999988	NA
-0.24999987	0.18999988	NA
-0.25999987	0.17999989	NA
-0.24999987	0.16999988	NA
-0.25999987	0.15999989	NA
-0.24999987	0.14999989	NA
-0.25999987	0.1399999	NA
-0.24999987	0.12999989	NA
-0.25999987	0.1199999	NA
-0.24999987	0.1099999	NA
-0.25999987	0.099999905	NA
-0.24999987	0.08999991	NA
-0.25999987	0.07999991	NA
-0.24999987	0.06999991	NA
-0.25999987	0.05999991	NA
-0.24999987	0.049999908	NA
-0.25999987	0.03999991	NA
-0.24999987	0.02999991	0.0
-0.25999987	0.01999991	0.0
-0.24999987	0.00999991	NA
-0.25999987	-8.940697E-8	NA
-0.24999987	-0.010000089	NA
-0.25999987	-0.020000089	NA
-0.24999987	-0.030000089	NA
-0.25999987	-0.04000009	NA
-0.24999987	-0.050000086	NA
-0.25999987	-0.060000088	NA
-0.24999987	-0.07000009	NA
-0.25999987	-0.08000009	NA
-0.24999987	-0.090000086	NA
-0.25999987	-0.10000008	NA
-0.24999987	-0.11000008	NA
-0.25999987	-0.12000008	NA
-0.24999987	-0.13000008	NA
-0.25999987	-0.14000008	NA
-0.24999987	-0.15000008	NA
-0.25999987	-0.16000007	NA
-0.24999987	-0.17000008	NA
-0.25999987	-0.18000007	NA
-0.24999987	-0.19000007	NA
-0.25999987	-0.20000006	NA
-0.24999987	-0.21000007	NA
-0.25999987	-0.22000006	NA
-0.24999987	-0.23000006	NA
-0.25999987	-0.24000005	NA
-0.24999987	-0.25000006	NA
-0.25999987	-0.26000005	NA
-0.24999987	-0.27000004	NA
-0.25999987	-0.28000006	NA
-0.24999987	-0.29000005	NA
-0.25999987	-0.30000007	NA
-0.24999987	-0.31000006	NA
-0.25999987	-0.32000008	NA
-0.24999987	-0.33000007	NA
-0.25999987	-0.3400001	NA
-0.24999987	-0.35000008	NA
-0.25999987	-0.3600001	NA
-0.24999987	-0.3700001	NA
-0.25999987	-0.3800001	NA
-0.24999987	-0.3900001	NA
-0.25999987	-0.40000013	NA
-0.24999987	-0.41000012	NA
-0.25999987	-0.42000014	NA
-0.24999987	-0.43000013	NA
-0.25999987	-0.44000015	NA
-0.24999987	-0.45000014	NA
-0.25999987	-0.46000016	NA
-0.24999987	-0.47000015	NA
-0.25999987	-0.48000017	NA
-0.24999987	-0.49000016	NA
-0.23999988	0.5	NA
-0.22999987	0.49	NA
-0.23999988	0.48	NA
-0.22999987	0.47	NA
-0.23999988	0.45999998	NA
-0.22999987	0.45	NA
-0.23999988	0.43999997	NA
-0.22999987	0.42999998	NA
-0.23999988	0.41999996	NA
-0.22999987	0.40999997	NA
-0.23999988	0.39999995	NA
-0.22999987	0.38999996	NA
-0.23999988	0.37999994	NA
-0.22999987	0.36999995	NA
-0.23999988	0.35999992	NA
-0.22999987	0.34999993	NA
-0.23999988	0.3399999	NA
-0.22999987	0.32999992	NA
-0.23999988	0.3199999	NA
-0.22999987	0.3099999	NA
-0.23999988	0.2999999	NA
-0.22999987	0.2899999	NA
-0.23999988	0.27999988	4.712389
-0.22999987	0.2699999	0.0
-0.23999988	0.25999987	NA
-0.22999987	0.24999987	NA
-0.23999988	0.23999988	NA
-0.22999987	0.22999987	NA
-0.23999988	0.21999988	NA
-0.22999987	0.20999987	NA
-0.23999988	0.19999988	NA
-0.22999987	0.18999988	NA
-0.23999988	0.17999989	NA
-0.22999987	0.16999988	NA
-0.23999988	0.15999989	NA
-0.22999987	0.14999989	NA
-0.23999988	0.1399999	NA
-0.22999987	0.12999989	NA
-0.23999988	0.1199999	NA
-0.22999987	0.1099999	NA
-0.23999988	0.099999905	NA
-0.22999987	0.08999991	NA
-0.23999988	0.07999991	NA
-0.22999987	0.06999991	NA
-0.23999988	0.05999991	NA
-0.22999987	0.049999908	NA
-0.23999988	0.03999991	NA
-0.22999987	0.02999991	0.0
-0.23999988	0.01999991	0.0
-0.22999987	0.00999991	NA
-0.23999988	-8.940697E-8	NA
-0.22999987	-0.010000089	NA
-0.23999988	-0.020000089	NA
-0.22999987	-0.030000089	NA
-0.23999988	-0.04000009	NA
-0.22999987	-0.050000086	NA
-0.23999988	-0.060000088	NA
-0.22999987	-0.07000009	NA
-0.23999988	-0.08000009	NA
-0.22999987	-0.090000086	NA
-0.23999988	-0.10000008	NA
-0.22999987	-0.11000008	NA
-0.23999988	-0.12000008	NA
-0.22999987	-0.13000008	NA
-0.23999988	-0.14000008	NA
-0.22999987	-0.15000008	NA
-0.23999988	-0.16000007	NA
-0.22999987	-0.17000008	NA
-0.23999988	-0.18000007	NA
-0.22999987	-0.19000007	NA
-0.23999988	-0.20000006	NA
-0.22999987	-0.21000007	NA
-0.23999988	-0.22000006	NA
-0.22999987	-0.23000006	NA
-0.23999988	-0.24000005	NA
-0.22999987	-0.25000006	NA
-0.23999988	-0.26000005	NA
-0.22999987	-0.27000004	NA
-0.23999988	-0.28000006	NA
-0.22999987	-0.29000005	NA
-0.23999988	-0.30000007	NA
-0.22999987	-0.31000006	NA
-0.23999988	-0.32000008	NA
-0.22999987	-0.33000007	NA
-0.23999988	-0.3400001	NA
-0.22999987	-0.35000008	NA
-0.23999988	-0.3600001	NA
-0.22999987	-0.3700001	NA
-0.23999988	-0.3800001	NA
-0.22999987	-0.3900001	NA
-0.23999988	-0.40000013	NA
-0.22999987	-0.41000012	NA
-0.23999988	-0.42000014	NA
-0.22999987	-0.43000013	NA
-0.23999988	-0.44000015	NA
-0.22999987	-0.45000014	NA
-0.23999988	-0.46000016	NA
-0.22999987	-0.47000015	NA
-0.23999988	-0.48000017	NA
-0.22999987	-0.49000016	NA
-0.21999988	0.5	NA
-0.20999987	0.49	NA
-0.21999988	0.48	NA
-0.20999987	0.47	NA
-0.21999988	0.45999998	NA
-0.20999987	0.45	NA
-0.21999988	0.43999997	NA
-0.20999987	0.42999998	NA
-0.21999988	0.41999996	NA
-0.20999987	0.40999997	NA
-0.21999988	0.39999995	NA
-0.20999987	0.38999996	NA
-0.21999988	0.37999994	NA
-0.20999987	0.36999995	NA
-0.21999988	0.35999992	NA
-0.20999987	0.34999993	NA
-0.21999988	0.3399999	NA
-0.20999987	0.32999992	NA
-0.21999988	0.3199999	NA
-0.20999987	0.3099999	NA
-0.21999988	0.2999999	NA
-0.20999987	0.2899999	NA
-0.21999988	0.27999988	NA
-0.20999987	0.2699999	NA
-0.21999988	0.25999987	0.0
-0.20999987	0.24999987	NA
-0.21999988	0.23999988	NA
-0.20999987	0.22999987	NA
-0.21999988	0.21999988	NA
-0.20999987	0.20999987	NA
-0.21999988	0.19999988	NA
-0.20999987	0.18999988	NA
-0.21999988	0.17999989	NA
-0.20999987	0.16999988	NA
-0.21999988	0.15999989	NA
-0.20999987	0.14999989	NA
-0.21999988	0.1399999	NA
-0.20999987	0.12999989	NA
-0.21999988	0.1199999	NA
-0.20999987	0.1099999	NA
-0.21999988	0.099999905	NA
-0.20999987	0.08999991	NA
-0.21999988	0.07999991	NA
-0.20999987	0.06999991	NA
-0.21999988	0.05999991	NA
-0.20999987	0.049999908	NA
-0.21999988	0.03999991	NA
-0.20999987	0.02999991	0.7853982
-0.21999988	0.01999991	0.0
-0.20999987	0.00999991	0.7853982
-0.21999988	-8.940697E-8	NA
-0.20999987	-0.010000089	1.5707964
-0.21999988	-0.020000089	NA
-0.20999987	-0.030000089	NA
-0.21999988	-0.04000009	NA
-0.20999987	-0.050000086	NA
-0.21999988	-0.060000088	NA
-0.20999987	-0.07000009	NA
-0.21999988	-0.08000009	NA
-0.20999987	-0.090000086	NA
-0.21999988	-0.10000008	NA
-0.20999987	-0.11000008	NA
-0.21999988	-0.12000008	NA
-0.20999987	-0.13000008	NA
-0.21999988	-0.14000008	NA
-0.20999987	-0.15000008	NA
-0.21999988	-0.16000007	NA
-0.20999987	-0.17000008	NA
-0.21999988	-0.18000007	NA
-0.20999987	-0.19000007	NA
-0.21999988	-0.20000006	NA
-0.20999987	-0.21000007	NA
-0.21999988	-0.22000006	NA
-0.20999987	-0.23000006	NA
-0.21999988	-0.24000005	NA
-0.20999987	-0.25000006	NA
-0.21999988	-0.26000005	NA
-0.20999987	-0.27000004	NA
-0.21999988	-0.28000006	NA
-0.20999987	-0.29000005	NA
-0.21999988	-0.30000007	NA
-0.20999987	-0.31000006	NA
-0.21999988	-0.32000008	NA
-0.20999987	-0.33000007	NA
-0.21999988	-0.3400001	NA
-0.20999987	-0.35000008	NA
-0.21999988	-0.3600001	NA
-0.20999987	-0.3700001	NA
-0.21999988	-0.3800001	NA
-0.20999987	-0.3900001	NA
-0.21999988	-0.40000013	NA
-0.20999987	-0.41000012	NA
-0.21999988	-0.42000014	NA
-0.20999987	-0.43000013	NA
-0.21999988	-0.44000015	NA
-0.20999987	-0.45000014	NA
-0.21999988	-0.46000016	NA
-0.20999987	-0.47000015	NA
-0.21999988	-0.48000017	NA
-0.20999987	-0.49000016	NA
-0.19999988	0.5	NA
-0.18999988	0.49	NA
-0.19999988	0.48	NA
-0.18999988	0.47	NA
-0.19999988	0.45999998	NA
-0.18999988	0.45	NA
-0.19999988	0.43999997	NA
-0.18999988	0.42999998	NA
-0.19999988	0.41999996	NA
-0.18999988	0.40999997	NA
-0.19999988	0.39999995	NA
-0.18999988	0.38999996	NA
-0.19999988	0.37999994	NA
-0.18999988	0.36999995	NA
-0.19999988	0.35999992	NA
-0.18999988	0.34999993	NA
-0.19999988	0.3399999	NA
-0.18999988	0.32999992	NA
-0.19999988	0.3199999	NA
-0.18999988	0.3099999	NA
-0.19999988	0.2999999	NA
-0.18999988	0.2899999	NA
-0.19999988	0.27999988	NA
-0.18999988	0.2699999	NA
-0.19999988	0.25999987	5.497787
-0.18999988	0.24999987	5.497787
-0.19999988	0.23999988	NA
-0.18999988	0.22999987	NA
-0.19999988	0.21999988	NA
-0.18999988	0.20999987	NA
-0.19999988	0.19999988	NA
-0.18999988	0.18999988	NA
-0.19999988	0.17999989	NA
-0.18999988	0.16999988	NA
-0.19999988	0.15999989	NA
-0.18999988	0.14999989	NA
-0.19999988	0.1399999	NA
-0.18999988	0.12999989	NA
-0.19999988	0.1199999	NA
-0.18999988	0.1099999	NA
-0.19999988	0.099999905	NA
-0.18999988	0.08999991	NA
-0.19999988	0.07999991	NA
-0.18999988	0.06999991	NA
-0.19999988	0.05999991	NA
-0.18999988	0.049999908	0.7853982
-0.19999988	0.03999991	0.7853982
-0.18999988	0.02999991	0.7853982
-0.19999988	0.01999991	0.7853982
-0.18999988	0.00999991	NA
-0.19999988	-8.940697E-8	1.5707964
-0.18999988	-0.010000089	NA
-0.19999988	-0.020000089	NA
-0.18999988	-0.030000089	NA
-0.19999988	-0.04000009	NA
-0.18999988	-0.050000086	NA
-0.19999988	-0.060000088	NA
-0.18999988	-0.07000009	NA
-0.19999988	-0.08000009	NA
-0.18999988	-0.090000086	NA
-0.19999988	-0.10000008	NA
-0.18999988	-0.11000008	NA
-0.19999988	-0.12000008	NA
-0.18999988	-0.13000008	NA
-0.19999988	-0.14000008	NA
-0.18999988	-0.15000008	NA
-0.19999988	-0.16000007	NA
-0.18999988	-0.17000008	NA
-0.19999988	-0.18000007	NA
-0.18999988	-0.19000007	NA
-0.19999988	-0.20000006	NA
-0.18999988	-0.21000007	NA
-0.19999988	-0.22000006	NA
-0.18999988	-0.23000006	NA
-0.19999988	-0.24000005	NA
-0.18999988	-0.25000006	NA
-0.19999988	-0.26000005	NA
-0.18999988	-0.27000004	NA
-0.19999988	-0.28000006	NA
-0.18999988	-0.29000005	NA
-0.19999988	-0.30000007	NA
-0.18999988	-0.31000006	NA
-0.19999988	-0.32000008	NA
-0.18999988	-0.33000007	NA
-0.19999988	-0.3400001	NA
-0.18999988	-0.35000008	NA
-0.19999988	-0.3600001	NA
-0.18999988	-0.3700001	NA
-0.19999988	-0.3800001	NA
-0.18999988	-0.3900001	NA
-0.19999988	-0.40000013	NA
-0.18999988	-0.41000012	NA
-0.19999988	-0.42000014	NA
-0.18999988	-0.43000013	NA
-0.19999988	-0.44000015	NA
-0.18999988	-0.45000014	NA
-0.19999988	-0.46000016	NA
-0.18999988	-0.47000015	NA
-0.19999988	-0.48000017	NA
-0.18999988	-0.49000016	NA
-0.17999989	0.5	NA
-0.16999988	0.49	NA
-0.17999989	0.48	NA
-0.16999988	0.47	NA
-0.17999989	0.45999998	NA
-0.16999988	0.45	NA
-0.17999989	0.43999997	NA
-0.16999988	0.42999998	NA
-0.17999989	0.41999996	NA
-0.16999988	0.40999997	NA
-0.17999989	0.39999995	NA
-0.16999988	0.38999996	NA
-0.17999989	0.37999994	NA
-0.16999988	0.36999995	NA
-0.17999989	0.35999992	NA
-0.16999988	0.34999993	NA
-0.17999989	0.3399999	NA
-0.16999988	0.32999992	NA
-0.17999989	0.3199999	NA
-0.16999988	0.3099999	NA
-0.17999989	0.2999999	NA
-0.16999988	0.2899999	NA
-0.17999989	0.27999988	NA
-0.16999988	0.2699999	NA
-0.17999989	0.25999987	NA
-0.16999988	0.24999987	NA
-0.17999989	0.23999988	5.497787
-0.16999988	0.22999987	0.0
-0.17999989	0.21999988	NA
-0.16999988	0.20999987	NA
-0.17999989	0.19999988	NA
-0.16999988	0.18999988	NA
-0.17999989	0.17999989	NA
-0.16999988	0.16999988	NA
-0.17999989	0.15999989	NA
-0.16999988	0.14999989	NA
-0.17999989	0.1399999	NA
-0.16999988	0.12999989	NA
-0.17999989	0.1199999	NA
-0.16999988	0.1099999	NA
-0.17999989	0.099999905	NA
-0.16999988	0.08999991	NA
-0.17999989	0.07999991	NA
-0.16999988	0.06999991	NA
-0.17999989	0.05999991	0.0
-0.16999988	0.049999908	0.7853982
-0.17999989	0.03999991	0.7853982
-0.16999988	0.02999991	NA
-0.17999989	0.01999991	NA
-0.16999988	0.00999991	NA
-0.17999989	-8.940697E-8	NA
-0.16999988	-0.010000089	NA
-0.17999989	-0.020000089	NA
-0.16999988	-0.030000089	NA
-0.17999989	-0.04000009	NA
-0.16999988	-0.050000086	NA
-0.17999989	-0.060000088	NA
-0.16999988	-0.07000009	NA
-0.17999989	-0.08000009	NA
-0.16999988	-0.090000086	NA
-0.17999989	-0.10000008	NA
-0.16999988	-0.11000008	NA
-0.17999989	-0.12000008	NA
-0.16999988	-0.13000008	NA
-0.17999989	-0.14000008	NA
-0.16999988	-0.15000008	NA
-0.17999989	-0.16000007	NA
-0.16999988	-0.17000008	NA
-0.17999989	-0.18000007	NA
-0.16999988	-0.19000007	NA
-0.17999989	-0.20000006	NA
-0.16999988	-0.21000007	NA
-0.17999989	-0.22000006	NA
-0.16999988	-0.23000006	NA
-0.17999989	-0.24000005	NA
-0.16999988	-0.25000006	NA
-0.17999989	-0.26000005	NA
-0.16999988	-0.27000004	NA
-0.17999989	-0.28000006	NA
-0.16999988	-0.29000005	NA
-0.17999989	-0.30000007	NA
-0.16999988	-0.31000006	NA
-0.17999989	-0.32000008	NA
-0.16999988	-0.33000007	NA
-0.17999989	-0.3400001	NA
-0.16999988	-0.35000008	NA
-0.17999989	-0.3600001	NA
-0.16999988	-0.3700001	NA
-0.17999989	-0.3800001	NA
-0.16999988	-0.3900001	NA
-0.17999989	-0.40000013	NA
-0.16999988	-0.41000012	NA
-0.17999989	-0.42000014	NA
-0.16999988	-0.43000013	NA
-0.17999989	-0.44000015	NA
-0.16999988	-0.45000014	NA
-0.17999989	-0.46000016	NA
-0.16999988	-0.47000015	NA
-0.17999989	-0.48000017	NA
-0.16999988	-0.49000016	NA
-0.15999989	0.5	NA
-0.14999989	0.49	NA
-0.15999989	0.48	NA
-0.14999989	0.47	NA
-0.15999989	0.45999998	NA
-0.14999989	0.45	NA
-0.15999989	0.43999997	NA
-0.14999989	0.42999998	NA
-0.15999989	0.41999996	NA
-0.14999989	0.40999997	NA
-0.15999989	0.39999995	NA
-0.14999989	0.38999996	NA
-0.15999989	0.37999994	NA
-0.14999989	0.36999995	NA
-0.15999989	0.35999992	NA
-0.14999989	0.34999993	NA
-0.15999989	0.3399999	NA
-0.14999989	0.32999992	NA
-0.15999989	0.3199999	NA
-0.14999989	0.3099999	NA
-0.15999989	0.2999999	NA
-0.14999989	0.2899999	NA
-0.15999989	0.27999988	NA
-0.14999989	0.2699999	NA
-0.15999989	0.25999987	NA
-0.14999989	0.24999987	NA
-0.15999989	0.23999988	NA
-0.14999989	0.22999987	5.497787
-0.15999989	0.21999988	0.0
-0.14999989	0.20999987	NA
