x	y	angle
-0.45	0.2899999	NA
-0.45999998	0.27999988	NA
-0.45	0.2699999	NA
-0.45999998	0.25999987	NA
-0.45	0.24999987	NA
-0.45999998	0.23999988	NA
-0.45	0.22999987	NA
-0.45999998	0.21999988	NA
-0.45	0.20999987	NA
-0.45999998	0.19999988	NA
-0.45	0.18999988	NA
-0.45999998	0.17999989	NA
-0.45	0.16999988	NA
-0.45999998	0.15999989	NA
-0.45	0.14999989	NA
-0.45999998	0.1399999	NA
-0.45	0.12999989	NA
-0.45999998	0.1199999	NA
-0.45	0.1099999	NA
-0.45999998	0.099999905	NA
-0.45	0.08999991	NA
-0.45999998	0.07999991	NA
-0.45	0.06999991	NA
-0.45999998	0.05999991	NA
-0.45	0.049999908	NA
-0.45999998	0.03999991	NA
-0.45	0.02999991	NA
-0.45999998	0.01999991	NA
-0.45	0.00999991	NA
-0.45999998	-8.940697E-8	NA
-0.45	-0.010000089	NA
-0.45999998	-0.020000089	NA
-0.45	-0.030000089	NA
-0.45999998	-0.04000009	NA
-0.45	-0.050000086	NA
-0.45999998	-0.060000088	NA
-0.45	-0.07000009	NA
-0.45999998	-0.08000009	NA
-0.45	-0.090000086	NA
-0.45999998	-0.10000008	NA
-0.45	-0.11000008	NA
-0.45999998	-0.12000008	NA
-0.45	-0.13000008	NA
-0.45999998	-0.14000008	NA
-0.45	-0.15000008	NA
-0.45999998	-0.16000007	NA
-0.45	-0.17000008	NA
-0.45999998	-0.18000007	NA
-0.45	-0.19000007	NA
-0.45999998	-0.20000006	NA
-0.45	-0.21000007	NA
-0.45999998	-0.22000006	NA
-0.45	-0.23000006	NA
-0.45999998	-0.24000005	NA
-0.45	-0.25000006	NA
-0.45999998	-0.26000005	NA
-0.45	-0.27000004	NA
-0.45999998	-0.28000006	NA
-0.45	-0.29000005	NA
-0.45999998	-0.30000007	NA
-0.45	-0.31000006	NA
-0.45999998	-0.32000008	NA
-0.45	-0.33000007	NA
-0.45999998	-0.3400001	NA
-0.45	-0.35000008	NA
-0.45999998	-0.3600001	NA
-0.45	-0.3700001	NA
-0.45999998	-0.3800001	NA
-0.45	-0.3900001	NA
-0.45999998	-0.40000013	NA
-0.45	-0.41000012	NA
-0.45999998	-0.42000014	NA
-0.45	-0.43000013	NA
-0.45999998	-0.44000015	NA
-0.45	-0.45000014	NA
-0.45999998	-0.46000016	NA
-0.45	-0.47000015	NA
-0.45999998	-0.48000017	NA
-0.45	-0.49000016	NA
-0.43999997	0.5	NA
-0.42999998	0.49	NA
-0.43999997	0.48	NA
-0.42999998	0.47	NA
-0.43999997	0.45999998	NA
-0.42999998	0.45	NA
-0.43999997	0.43999997	NA
-0.42999998	0.42999998	NA
-0.43999997	0.41999996	NA
-0.42999998	0.40999997	NA
-0.43999997	0.39999995	NA
-0.42999998	0.38999996	NA
-0.43999997	0.37999994	NA
-0.42999998	0.36999995	NA
-0.43999997	0.35999992	NA
-0.42999998	0.34999993	NA
-0.43999997	0.3399999	NA
-0.42999998	0.32999992	NA
-0.43999997	0.3199999	NA
-0.42999998	0.3099999	NA
-0.43999997	0.2999999	NA
-0.42999998	0.2899999	NA
-0.43999997	0.27999988	NA
-0.42999998	0.2699999	NA
-0.43999997	0.25999987	NA
-0.42999998	0.24999987	NA
-0.43999997	0.23999988	NA
-0.42999998	0.22999987	NA
-0.43999997	0.21999988	NA
-0.42999998	0.20999987	NA
-0.43999997	0.19999988	NA
-0.42999998	0.18999988	NA
-0.43999997	0.17999989	NA
-0.42999998	0.16999988	NA
-0.43999997	0.15999989	NA
-0.42999998	0.14999989	NA
-0.43999997	0.1399999	NA
-0.42999998	0.12999989	NA
-0.43999997	0.1199999	NA
-0.42999998	0.1099999	NA
-0.43999997	0.099999905	NA
-0.42999998	0.08999991	NA
-0.43999997	0.07999991	NA
-0.42999998	0.06999991	NA
-0.43999997	0.05999991	NA
-0.42999998	0.049999908	NA
-0.43999997	0.03999991	NA
-0.42999998	0.02999991	NA
-0.43999997	0.01999991	NA
-0.42999998	0.00999991	NA
-0.43999997	-8.940697E-8	NA
-0.42999998	-0.010000089	NA
-0.43999997	-0.020000089	NA
-0.42999998	-0.030000089	NA
-0.43999997	-0.04000009	NA
-0.42999998	-0.050000086	NA
-0.43999997	-0.060000088	NA
-0.42999998	-0.07000009	NA
-0.43999997	-0.08000009	NA
-0.42999998	-0.090000086	NA
-0.43999997	-0.10000008	NA
-0.42999998	-0.11000008	NA
-0.43999997	-0.12000008	NA
-0.42999998	-0.13000008	NA
-0.43999997	-0.14000008	NA
-0.42999998	-0.15000008	NA
-0.43999997	-0.16000007	NA
-0.42999998	-0.17000008	NA
-0.43999997	-0.18000007	NA
-0.42999998	-0.19000007	NA
-0.43999997	-0.20000006	NA
-0.42999998	-0.21000007	NA
-0.43999997	-0.22000006	NA
-0.42999998	-0.23000006	NA
-0.43999997	-0.24000005	NA
-0.42999998	-0.25000006	NA
-0.43999997	-0.26000005	NA
-0.42999998	-0.27000004	NA
-0.43999997	-0.28000006	NA
-0.42999998	-0.29000005	NA
-0.43999997	-0.30000007	NA
-0.42999998	-0.31000006	NA
-0.43999997	-0.32000008	NA
-0.42999998	-0.33000007	NA
-0.43999997	-0.3400001	NA
-0.42999998	-0.35000008	NA
-0.43999997	-0.3600001	NA
-0.42999998	-0.3700001	NA
-0.43999997	-0.3800001	NA
-0.42999998	-0.3900001	NA
-0.43999997	-0.40000013	NA
-0.42999998	-0.41000012	NA
-0.43999997	-0.42000014	NA
-0.42999998	-0.43000013	NA
-0.43999997	-0.44000015	NA
-0.42999998	-0.45000014	NA
-0.43999997	-0.46000016	NA
-0.42999998	-0.47000015	NA
-0.43999997	-0.48000017	NA
-0.42999998	-0.49000016	NA
-0.41999996	0.5	NA
-0.40999997	0.49	NA
-0.41999996	0.48	NA
-0.40999997	0.47	NA
-0.41999996	0.45999998	NA
-0.40999997	0.45	NA
-0.41999996	0.43999997	NA
-0.40999997	0.42999998	NA
-0.41999996	0.41999996	NA
-0.40999997	0.40999997	NA
-0.41999996	0.39999995	NA
-0.40999997	0.38999996	NA
-0.41999996	0.37999994	NA
-0.40999997	0.36999995	NA
-0.41999996	0.35999992	NA
-0.40999997	0.34999993	NA
-0.41999996	0.3399999	NA
-0.40999997	0.32999992	NA
-0.41999996	0.3199999	NA
-0.40999997	0.3099999	NA
-0.41999996	0.2999999	NA
-0.40999997	0.2899999	NA
-0.41999996	0.27999988	NA
-0.40999997	0.2699999	NA
-0.41999996	0.25999987	NA
-0.40999997	0.24999987	NA
-0.41999996	0.23999988	NA
-0.40999997	0.22999987	NA
-0.41999996	0.21999988	NA
-0.40999997	0.20999987	NA
-0.41999996	0.19999988	NA
-0.40999997	0.18999988	NA
-0.41999996	0.17999989	NA
-0.40999997	0.16999988	NA
-0.41999996	0.15999989	NA
-0.40999997	0.14999989	NA
-0.41999996	0.1399999	NA
-0.40999997	0.12999989	NA
-0.41999996	0.1199999	NA
-0.40999997	0.1099999	NA
-0.41999996	0.099999905	NA
-0.40999997	0.08999991	NA
-0.41999996	0.07999991	NA
-0.40999997	0.06999991	NA
-0.41999996	0.05999991	NA
-0.40999997	0.049999908	NA
-0.41999996	0.03999991	NA
-0.40999997	0.02999991	NA
-0.41999996	0.01999991	NA
-0.40999997	0.00999991	NA
-0.41999996	-8.940697E-8	NA
-0.40999997	-0.010000089	NA
-0.41999996	-0.020000089	NA
-0.40999997	-0.030000089	NA
-0.41999996	-0.04000009	NA
-0.40999997	-0.050000086	NA
-0.41999996	-0.060000088	NA
-0.40999997	-0.07000009	NA
-0.41999996	-0.08000009	NA
-0.40999997	-0.090000086	NA
-0.41999996	-0.10000008	NA
-0.40999997	-0.11000008	NA
-0.41999996	-0.12000008	NA
-0.40999997	-0.13000008	NA
-0.41999996	-0.14000008	NA
-0.40999997	-0.15000008	NA
-0.41999996	-0.16000007	NA
-0.40999997	-0.17000008	NA
-0.41999996	-0.18000007	NA
-0.40999997	-0.19000007	NA
-0.41999996	-0.20000006	NA
-0.40999997	-0.21000007	NA
-0.41999996	-0.22000006	NA
-0.40999997	-0.23000006	NA
-0.41999996	-0.24000005	NA
-0.40999997	-0.25000006	NA
-0.41999996	-0.26000005	NA
-0.40999997	-0.27000004	NA
-0.41999996	-0.28000006	NA
-0.40999997	-0.29000005	NA
-0.41999996	-0.30000007	NA
-0.40999997	-0.31000006	NA
-0.41999996	-0.32000008	NA
-0.40999997	-0.33000007	NA
-0.41999996	-0.3400001	NA
-0.40999997	-0.35000008	NA
-0.41999996	-0.3600001	NA
-0.40999997	-0.3700001	NA
-0.41999996	-0.3800001	NA
-0.40999997	-0.3900001	NA
-0.41999996	-0.40000013	NA
-0.40999997	-0.41000012	NA
-0.41999996	-0.42000014	NA
-0.40999997	-0.43000013	NA
-0.41999996	-0.44000015	NA
-0.40999997	-0.45000014	NA
-0.41999996	-0.46000016	NA
-0.40999997	-0.47000015	NA
-0.41999996	-0.48000017	NA
-0.40999997	-0.49000016	NA
-0.39999995	0.5	NA
-0.38999996	0.49	NA
-0.39999995	0.48	NA
-0.38999996	0.47	NA
-0.39999995	0.45999998	NA
-0.38999996	0.45	NA
-0.39999995	0.43999997	NA
-0.38999996	0.42999998	NA
-0.39999995	0.41999996	NA
-0.38999996	0.40999997	NA
-0.39999995	0.39999995	NA
-0.38999996	0.38999996	NA
-0.39999995	0.37999994	NA
-0.38999996	0.36999995	NA
-0.39999995	0.35999992	NA
-0.38999996	0.34999993	NA
-0.39999995	0.3399999	NA
-0.38999996	0.32999992	NA
-0.39999995	0.3199999	NA
-0.38999996	0.3099999	NA
-0.39999995	0.2999999	NA
-0.38999996	0.2899999	NA
-0.39999995	0.27999988	NA
-0.38999996	0.2699999	NA
-0.39999995	0.25999987	NA
-0.38999996	0.24999987	NA
-0.39999995	0.23999988	NA
-0.38999996	0.22999987	NA
-0.39999995	0.21999988	NA
-0.38999996	0.20999987	NA
-0.39999995	0.19999988	NA
-0.38999996	0.18999988	NA
-0.39999995	0.17999989	NA
-0.38999996	0.16999988	NA
-0.39999995	0.15999989	NA
-0.38999996	0.14999989	NA
-0.39999995	0.1399999	NA
-0.38999996	0.12999989	NA
-0.39999995	0.1199999	NA
-0.38999996	0.1099999	NA
-0.39999995	0.099999905	NA
-0.38999996	0.08999991	NA
-0.39999995	0.07999991	NA
-0.38999996	0.06999991	NA
-0.39999995	0.05999991	NA
-0.38999996	0.049999908	NA
-0.39999995	0.03999991	NA
-0.38999996	0.02999991	NA
-0.39999995	0.01999991	NA
-0.38999996	0.00999991	NA
-0.39999995	-8.940697E-8	NA
-0.38999996	-0.010000089	NA
-0.39999995	-0.020000089	NA
-0.38999996	-0.030000089	NA
-0.39999995	-0.04000009	NA
-0.38999996	-0.050000086	NA
-0.39999995	-0.060000088	NA
-0.38999996	-0.07000009	NA
-0.39999995	-0.08000009	NA
-0.38999996	-0.090000086	NA
-0.39999995	-0.10000008	NA
-0.38999996	-0.11000008	NA
-0.39999995	-0.12000008	NA
-0.38999996	-0.13000008	NA
-0.39999995	-0.14000008	NA
-0.38999996	-0.15000008	NA
-0.39999995	-0.16000007	NA
-0.38999996	-0.17000008	NA
-0.39999995	-0.18000007	NA
-0.38999996	-0.19000007	NA
-0.39999995	-0.20000006	NA
-0.38999996	-0.21000007	NA
-0.39999995	-0.22000006	NA
-0.38999996	-0.23000006	NA
-0.39999995	-0.24000005	NA
-0.38999996	-0.25000006	NA
-0.39999995	-0.26000005	NA
-0.38999996	-0.27000004	NA
-0.39999995	-0.28000006	NA
-0.38999996	-0.29000005	NA
-0.39999995	-0.30000007	NA
-0.38999996	-0.31000006	NA
-0.39999995	-0.32000008	NA
-0.38999996	-0.33000007	NA
-0.39999995	-0.3400001	NA
-0.38999996	-0.35000008	NA
-0.39999995	-0.3600001	NA
-0.38999996	-0.3700001	NA
-0.39999995	-0.3800001	NA
-0.38999996	-0.3900001	NA
-0.39999995	-0.40000013	NA
-0.38999996	-0.41000012	NA
-0.39999995	-0.42000014	NA
-0.38999996	-0.43000013	NA
-0.39999995	-0.44000015	NA
-0.38999996	-0.45000014	NA
-0.39999995	-0.46000016	NA
-0.38999996	-0.47000015	NA
-0.39999995	-0.48000017	NA
-0.38999996	-0.49000016	NA
-0.37999994	0.5	NA
-0.36999995	0.49	NA
-0.37999994	0.48	NA
-0.36999995	0.47	NA
-0.37999994	0.45999998	NA
-0.36999995	0.45	NA
-0.37999994	0.43999997	NA
-0.36999995	0.42999998	NA
-0.37999994	0.41999996	NA
-0.36999995	0.40999997	NA
-0.37999994	0.39999995	NA
-0.36999995	0.38999996	NA
-0.37999994	0.37999994	NA
-0.36999995	0.36999995	NA
-0.37999994	0.35999992	NA
-0.36999995	0.34999993	NA
-0.37999994	0.3399999	NA
-0.36999995	0.32999992	NA
-0.37999994	0.3199999	NA
-0.36999995	0.3099999	NA
-0.37999994	0.2999999	NA
-0.36999995	0.2899999	NA
-0.37999994	0.27999988	NA
-0.36999995	0.2699999	NA
-0.37999994	0.25999987	NA
-0.36999995	0.24999987	NA
-0.37999994	0.23999988	NA
-0.36999995	0.22999987	NA
-0.37999994	0.21999988	NA
-0.36999995	0.20999987	NA
-0.37999994	0.19999988	NA
-0.36999995	0.18999988	NA
-0.37999994	0.17999989	NA
-0.36999995	0.16999988	NA
-0.37999994	0.15999989	NA
-0.36999995	0.14999989	NA
-0.37999994	0.1399999	NA
-0.36999995	0.12999989	NA
-0.37999994	0.1199999	NA
-0.36999995	0.1099999	NA
-0.37999994	0.099999905	NA
-0.36999995	0.08999991	NA
-0.37999994	0.07999991	NA
-0.36999995	0.06999991	NA
-0.37999994	0.05999991	NA
-0.36999995	0.049999908	NA
-0.37999994	0.03999991	NA
-0.36999995	0.02999991	NA
-0.37999994	0.01999991	NA
-0.36999995	0.00999991	NA
-0.37999994	-8.940697E-8	NA
-0.36999995	-0.010000089	NA
-0.37999994	-0.020000089	NA
-0.36999995	-0.030000089	NA
-0.37999994	-0.04000009	NA
-0.36999995	-0.050000086	NA
-0.37999994	-0.060000088	NA
-0.36999995	-0.07000009	NA
-0.37999994	-0.08000009	NA
-0.36999995	-0.090000086	NA
-0.37999994	-0.10000008	NA
-0.36999995	-0.11000008	NA
-0.37999994	-0.12000008	NA
-0.36999995	-0.13000008	NA
-0.37999994	-0.14000008	NA
-0.36999995	-0.15000008	NA
-0.37999994	-0.16000007	NA
-0.36999995	-0.17000008	NA
-0.37999994	-0.18000007	NA
-0.36999995	-0.19000007	NA
-0.37999994	-0.20000006	NA
-0.36999995	-0.21000007	NA
-0.37999994	-0.22000006	NA
-0.36999995	-0.23000006	NA
-0.37999994	-0.24000005	NA
-0.36999995	-0.25000006	NA
-0.37999994	-0.26000005	NA
-0.36999995	-0.27000004	NA
-0.37999994	-0.28000006	NA
-0.36999995	-0.29000005	NA
-0.37999994	-0.30000007	NA
-0.36999995	-0.31000006	NA
-0.37999994	-0.32000008	NA
-0.36999995	-0.33000007	NA
-0.37999994	-0.3400001	NA
-0.36999995	-0.35000008	NA
-0.37999994	-0.3600001	NA
-0.36999995	-0.3700001	NA
-0.37999994	-0.3800001	NA
-0.36999995	-0.3900001	NA
-0.37999994	-0.40000013	NA
-0.36999995	-0.41000012	NA
-0.37999994	-0.42000014	NA
-0.36999995	-0.43000013	NA
-0.37999994	-0.44000015	NA
-0.36999995	-0.45000014	NA
-0.37999994	-0.46000016	NA
-0.36999995	-0.47000015	NA
-0.37999994	-0.48000017	NA
-0.36999995	-0.49000016	NA
-0.35999992	0.5	NA
-0.34999993	0.49	NA
-0.35999992	0.48	NA
-0.34999993	0.47	NA
-0.35999992	0.45999998	NA
-0.34999993	0.45	NA
-0.35999992	0.43999997	NA
-0.34999993	0.42999998	NA
-0.35999992	0.41999996	NA
-0.34999993	0.40999997	NA
-0.35999992	0.39999995	NA
-0.34999993	0.38999996	NA
-0.35999992	0.37999994	NA
-0.34999993	0.36999995	NA
-0.35999992	0.35999992	NA
-0.34999993	0.34999993	NA
-0.35999992	0.3399999	NA
-0.34999993	0.32999992	NA
-0.35999992	0.3199999	NA
-0.34999993	0.3099999	NA
-0.35999992	0.2999999	NA
-0.34999993	0.2899999	NA
-0.35999992	0.27999988	NA
-0.34999993	0.2699999	NA
-0.35999992	0.25999987	NA
-0.34999993	0.24999987	NA
-0.35999992	0.23999988	NA
-0.34999993	0.22999987	NA
-0.35999992	0.21999988	NA
-0.34999993	0.20999987	NA
-0.35999992	0.19999988	NA
-0.34999993	0.18999988	NA
-0.35999992	0.17999989	NA
-0.34999993	0.16999988	NA
-0.35999992	0.15999989	NA
-0.34999993	0.14999989	NA
-0.35999992	0.1399999	NA
-0.34999993	0.12999989	NA
-0.35999992	0.1199999	NA
-0.34999993	0.1099999	NA
-0.35999992	0.099999905	NA
-0.34999993	0.08999991	NA
-0.35999992	0.07999991	NA
-0.34999993	0.06999991	NA
-0.35999992	0.05999991	NA
-0.34999993	0.049999908	NA
-0.35999992	0.03999991	NA
-0.34999993	0.02999991	NA
-0.35999992	0.01999991	NA
-0.34999993	0.00999991	NA
-0.35999992	-8.940697E-8	NA
-0.34999993	-0.010000089	NA
-0.35999992	-0.020000089	NA
-0.34999993	-0.030000089	NA
-0.35999992	-0.04000009	NA
-0.34999993	-0.050000086	NA
-0.35999992	-0.060000088	NA
-0.34999993	-0.07000009	NA
-0.35999992	-0.08000009	NA
-0.34999993	-0.090000086	NA
-0.35999992	-0.10000008	NA
-0.34999993	-0.11000008	NA
-0.35999992	-0.12000008	NA
-0.34999993	-0.13000008	NA
-0.35999992	-0.14000008	NA
-0.34999993	-0.15000008	NA
-0.35999992	-0.16000007	NA
-0.34999993	-0.17000008	NA
-0.35999992	-0.18000007	NA
-0.34999993	-0.19000007	NA
-0.35999992	-0.20000006	NA
-0.34999993	-0.21000007	NA
-0.35999992	-0.22000006	NA
-0.34999993	-0.23000006	NA
-0.35999992	-0.24000005	NA
-0.34999993	-0.25000006	NA
-0.35999992	-0.26000005	NA
-0.34999993	-0.27000004	NA
-0.35999992	-0.28000006	NA
-0.34999993	-0.29000005	NA
-0.35999992	-0.30000007	NA
-0.34999993	-0.31000006	NA
-0.35999992	-0.32000008	NA
-0.34999993	-0.33000007	NA
-0.35999992	-0.3400001	NA
-0.34999993	-0.35000008	NA
-0.35999992	-0.3600001	NA
-0.34999993	-0.3700001	NA
-0.35999992	-0.3800001	NA
-0.34999993	-0.3900001	NA
-0.35999992	-0.40000013	NA
-0.34999993	-0.41000012	NA
-0.35999992	-0.42000014	NA
-0.34999993	-0.43000013	NA
-0.35999992	-0.44000015	NA
-0.34999993	-0.45000014	NA
-0.35999992	-0.46000016	NA
-0.34999993	-0.47000015	NA
-0.35999992	-0.48000017	NA
-0.34999993	-0.49000016	NA
-0.3399999	0.5	NA
-0.32999992	0.49	NA
-0.3399999	0.48	NA
-0.32999992	0.47	NA
-0.3399999	0.45999998	NA
-0.32999992	0.45	NA
-0.3399999	0.43999997	NA
-0.32999992	0.42999998	NA
-0.3399999	0.41999996	NA
-0.32999992	0.40999997	NA
-0.3399999	0.39999995	NA
-0.32999992	0.38999996	NA
-0.3399999	0.37999994	NA
-0.32999992	0.36999995	NA
-0.3399999	0.35999992	NA
-0.32999992	0.34999993	NA
-0.3399999	0.3399999	NA
-0.32999992	0.32999992	NA
-0.3399999	0.3199999	NA
-0.32999992	0.3099999	NA
-0.3399999	0.2999999	NA
-0.32999992	0.2899999	NA
-0.3399999	0.27999988	NA
-0.32999992	0.2699999	NA
-0.3399999	0.25999987	NA
-0.32999992	0.24999987	NA
-0.3399999	0.23999988	NA
-0.32999992	0.22999987	NA
-0.3399999	0.21999988	NA
-0.32999992	0.20999987	NA
-0.3399999	0.19999988	NA
-0.32999992	0.18999988	NA
-0.3399999	0.17999989	NA
-0.32999992	0.16999988	NA
-0.3399999	0.15999989	NA
-0.32999992	0.14999989	NA
-0.3399999	0.1399999	NA
-0.32999992	0.12999989	NA
-0.3399999	0.1199999	NA
-0.32999992	0.1099999	NA
-0.3399999	0.099999905	NA
-0.32999992	0.08999991	NA
-0.3399999	0.07999991	NA
-0.32999992	0.06999991	NA
-0.3399999	0.05999991	NA
-0.32999992	0.049999908	NA
-0.3399999	0.03999991	NA
-0.32999992	0.02999991	NA
-0.3399999	0.01999991	NA
-0.32999992	0.00999991	NA
-0.3399999	-8.940697E-8	NA
-0.32999992	-0.010000089	NA
-0.3399999	-0.020000089	NA
-0.32999992	-0.030000089	NA
-0.3399999	-0.04000009	NA
-0.32999992	-0.050000086	NA
-0.3399999	-0.060000088	NA
-0.32999992	-0.07000009	NA
-0.3399999	-0.08000009	NA
-0.32999992	-0.090000086	NA
-0.3399999	-0.10000008	NA
-0.32999992	-0.11000008	NA
-0.3399999	-0.12000008	NA
-0.32999992	-0.13000008	NA
-0.3399999	-0.14000008	NA
-0.32999992	-0.15000008	NA
-0.3399999	-0.16000007	NA
-0.32999992	-0.17000008	NA
-0.3399999	-0.18000007	NA
-0.32999992	-0.19000007	NA
-0.3399999	-0.20000006	NA
-0.32999992	-0.21000007	NA
-0.3399999	-0.22000006	NA
-0.32999992	-0.23000006	NA
-0.3399999	-0.24000005	NA
-0.32999992	-0.25000006	NA
-0.3399999	-0.26000005	NA
-0.32999992	-0.27000004	NA
-0.3399999	-0.28000006	NA
-0.32999992	-0.29000005	NA
-0.3399999	-0.30000007	NA
-0.32999992	-0.31000006	NA
