x	y
0.01	-0.35
0.017071066	-0.34292892
0.027071066	-0.34292892
0.037071068	-0.34292892
0.047071066	-0.34292892
0.057071067	-0.34292892
0.06414213	-0.33585787
0.06414213	-0.32585785
0.06414213	-0.31585786
0.06414213	-0.30585787
0.06414213	-0.29585785
0.06414213	-0.28585786
0.0712132	-0.27878678
0.0712132	-0.2687868
0.0712132	-0.2587868
0.0712132	-0.24878679
0.0712132	-0.23878679
0.06414213	-0.23171572
0.06414213	-0.22171572
0.05707106	-0.21464466
0.049999993	-0.2075736
0.03999999	-0.2075736
0.032928925	-0.20050253
0.025857856	-0.19343145
0.018786788	-0.18636039
0.008786789	-0.18636039
0.0017157219	-0.19343147
-0.005355345	-0.20050253
-0.012426412	-0.2075736
-0.019497478	-0.21464467
-0.026568545	-0.22171573
-0.036568545	-0.22171573
-0.043639615	-0.21464467
-0.043639615	-0.20464467
-0.05071068	-0.1975736
-0.060710683	-0.1975736
-0.07071068	-0.1975736
-0.08071068	-0.1975736
-0.08778175	-0.19050254
-0.09778175	-0.19050254
-0.107781745	-0.19050254
-0.11778175	-0.19050254
-0.124852814	-0.18343148
-0.13192388	-0.1763604
-0.13899495	-0.16928934
-0.13899495	-0.15928933
-0.14606602	-0.15221827
-0.14606602	-0.14221828
-0.14606602	-0.13221827
-0.14606602	-0.12221827
-0.14606602	-0.11221827
-0.15313709	-0.105147205
-0.16020817	-0.098076135
-0.16727923	-0.09100507
-0.17435029	-0.083934
-0.18142137	-0.07686293
-0.18849243	-0.06979187
-0.19849244	-0.06979187
-0.20849243	-0.06979187
-0.2155635	-0.062720805
-0.2155635	-0.052720804
-0.2155635	-0.042720802
-0.20849243	-0.035649735
-0.19849244	-0.035649735
-0.18849243	-0.035649735
-0.17849243	-0.035649735
-0.16849244	-0.035649735
-0.15849243	-0.035649735
-0.14849244	-0.035649735
-0.13849244	-0.035649735
-0.13142137	-0.028578667
-0.12142137	-0.028578667
-0.1143503	-0.021507598
-0.10727923	-0.014436532
-0.10727923	-0.0044365316
-0.10727923	0.005563468
-0.10727923	0.0155634675
-0.114350304	0.022634536
-0.114350304	0.032634534
-0.12142137	0.0397056
-0.13142137	0.0397056
-0.14142136	0.0397056
-0.15142137	0.0397056
-0.16142137	0.039705597
-0.17142136	0.039705597
-0.18142137	0.039705597
-0.19142137	0.039705597
