x	y	random
0.01	-0.35	true
0.017071066	-0.35707107	true
0.024142135	-0.36414212	true
0.034142133	-0.36414212	true
0.044142134	-0.36414212	true
0.054142132	-0.36414212	true
0.06414213	-0.36414212	true
0.074142136	-0.36414212	true
0.08414213	-0.36414212	true
0.09414213	-0.36414212	true
0.1012132	-0.35707107	true
0.108284265	-0.35	true
0.115355335	-0.34292892	true
0.122426406	-0.33585787	true
0.1324264	-0.33585787	true
0.1424264	-0.33585787	true
0.14949746	-0.34292892	true
0.15656854	-0.35	true
0.1636396	-0.35707107	true
0.17071067	-0.36414212	true
0.17071067	-0.37414214	true
0.17071067	-0.38414213	true
0.17778175	-0.3912132	true
0.18778174	-0.3912132	true
0.19778174	-0.3912132	true
0.20778173	-0.3912132	true
0.21778174	-0.3912132	true
0.22778174	-0.3912132	true
0.2348528	-0.38414213	true
0.24192387	-0.37707105	true
0.25192386	-0.37707105	true
0.25192386	-0.38707107	true
0.24485281	-0.39414212	true
0.23778173	-0.4012132	true
0.23071067	-0.40828428	true
0.2236396	-0.41535532	true
0.21656853	-0.4224264	true
0.20949747	-0.42949745	true
0.20242639	-0.43656853	true
0.20949747	-0.42949745	true
0.21656853	-0.4224264	true
0.22363959	-0.41535532	true
0.23071067	-0.40828425	true
0.23778173	-0.4012132	true
0.2448528	-0.39414212	true
0.2448528	-0.38414213	true
0.2448528	-0.3741421	true
0.23778173	-0.36707106	true
0.23071067	-0.35999998	true
0.23071067	-0.35	true
0.23071066	-0.34	true
0.22363959	-0.33292893	true
0.21656853	-0.32585785	true
0.20949745	-0.3187868	true
0.20242639	-0.31171572	true
0.19535533	-0.30464464	true
0.18828425	-0.2975736	true
0.18121319	-0.29050252	true
0.17414212	-0.28343144	true
0.16707104	-0.2763604	true
0.15999998	-0.2692893	true
0.15292892	-0.26221827	true
0.14585784	-0.2551472	true
0.13878678	-0.24807611	true
0.13171571	-0.24100505	true
0.124644645	-0.23393399	true
0.117573574	-0.22686292	true
0.110502504	-0.21979184	true
0.100502506	-0.21979184	true
0.093431436	-0.21272078	true
0.086360365	-0.20564972	true
0.07636037	-0.20564972	true
0.06636037	-0.20564972	true
0.056360368	-0.20564972	true
0.0492893	-0.19857866	true
0.042218234	-0.19150758	true
0.035147164	-0.18443651	true
0.035147164	-0.17443651	true
0.04221823	-0.16736545	true
0.0492893	-0.16029438	true
0.056360368	-0.1532233	true
0.063431434	-0.14615224	true
0.070502505	-0.13908118	true
0.07757357	-0.13201012	true
0.08464464	-0.12493904	true
0.09171571	-0.11786798	true
0.09878677	-0.110796906	true
0.10585784	-0.103725836	true
0.10585784	-0.09372584	true
0.09585784	-0.09372584	false
0.08878677	-0.086654775	false
0.0817157	-0.079583704	false
0.07464463	-0.07251264	false
0.07464463	-0.062512636	false
0.0817157	-0.05544157	false
0.088786766	-0.048370503	false
0.09585784	-0.041299436	false
0.09585784	-0.031299435	false
0.09585784	-0.021299435	false
0.09585784	-0.011299436	false
0.09585784	-0.0012994359	false
0.088786766	0.0057716314	false
0.088786766	0.015771631	false
0.088786766	0.02577163	false
0.081715696	0.0328427	false
0.07464463	0.039913766	false
0.06757356	0.046984833	false
0.05757356	0.046984833	false
0.047573563	0.04698483	true
0.040502496	0.0540559	false
0.030502494	0.054055896	false
0.020502495	0.054055896	false
0.010502495	0.054055896	false
0.003431427	0.061126962	false
0.0034314266	0.07112696	false
0.0034314261	0.081126966	false
0.0034314257	0.09112696	false
-0.0036396424	0.09819803	false
-0.0036396428	0.10819803	false
-0.0036396433	0.11819803	true
-0.0036396438	0.12819803	false
-0.0036396442	0.13819803	true
-0.0036396447	0.14819802	false
-0.0036396452	0.15819803	true
