x	y
0.0070710676	-0.34292892
0.007071067	-0.33292893
0.0070710666	-0.32292894
0.007071066	-0.31292892
0.0070710657	-0.30292892
0.0070710653	-0.29292893
0.007071065	-0.2829289
0.0070710643	-0.27292892
0.007071064	-0.26292893
0.0070710634	-0.25292894
0.007071063	-0.24292892
-4.989311E-9	-0.23585786
-0.007071073	-0.2287868
-0.017071072	-0.2287868
-0.027071072	-0.2287868
-0.03414214	-0.23585786
-0.034142137	-0.24585786
-0.034142137	-0.25585786
-0.027071068	-0.26292893
-0.017071068	-0.26292893
-0.0070710685	-0.26292893
0.002928931	-0.26292893
0.01	-0.26999998
0.017071068	-0.27707106
0.024142137	-0.28414214
0.034142137	-0.28414214
0.041213203	-0.27707106
0.051213205	-0.27707106
0.061213203	-0.27707106
0.0712132	-0.27707106
0.081213206	-0.27707106
0.08828427	-0.26999998
0.08828427	-0.26
0.09535533	-0.2529289
0.1024264	-0.24585783
0.1124264	-0.24585783
0.11949746	-0.23878677
0.11949746	-0.22878677
0.12656853	-0.2217157
0.12656853	-0.2117157
0.119497456	-0.20464464
0.119497456	-0.19464463
0.119497456	-0.18464464
0.11949745	-0.17464463
0.112426385	-0.16757357
0.10242638	-0.16757357
0.09535531	-0.16050251
0.08535531	-0.16050251
0.07828424	-0.15343145
0.07828424	-0.14343144
0.07121317	-0.13636038
0.0641421	-0.12928931
0.0641421	-0.11928931
0.05707103	-0.112218246
0.049999963	-0.10514718
0.042928893	-0.09807611
0.03292889	-0.09807611
0.025857823	-0.09100505
0.018786754	-0.08393399
0.018786753	-0.07393398
0.018786749	-0.06393398
0.018786747	-0.053933986
0.018786745	-0.043933984
0.025857812	-0.036862917
0.03585781	-0.036862914
0.04292888	-0.029791845
0.049999945	-0.022720776
0.05707101	-0.015649708
0.057071008	-0.0056497073
0.049999937	0.0014213586
0.04292887	0.008492424
0.03292887	0.008492422
0.0258578	0.015563488
0.025857797	0.025563488
0.025857795	0.035563488
0.03292886	0.042634558
0.03999993	0.049705625
0.047070995	0.056776695
0.057070993	0.056776695
0.06707099	0.0567767
0.077070996	0.0567767
0.087070994	0.056776702
0.09707099	0.056776702
0.10414206	0.06384777
0.104142055	0.07384777
0.104142055	0.08384777
0.11121312	0.09091884
0.12121312	0.09091884
0.13121311	0.09091885
0.13828419	0.09798992
0.13828419	0.107989915
0.13828418	0.11798991
0.13121311	0.12506098
0.121213116	0.12506098
0.11121311	0.12506098
0.10414205	0.13213204
0.09707098	0.1392031
0.09707097	0.1492031
0.08999991	0.15627417
0.08292884	0.16334523
0.07292883	0.16334523
0.06585777	0.1704163
0.058786698	0.17748737
0.051715627	0.18455844
0.051715624	0.19455843
0.05878669	0.2016295
0.06585775	0.20870057
0.06585775	0.21870057
0.06585775	0.22870056
0.072928816	0.23577164
0.072928816	0.24577163
0.072928816	0.25577164
0.065857746	0.2628427
0.058786675	0.26991376
0.048786677	0.26991376
0.041715607	0.27698484
0.034644537	0.2840559
0.027573468	0.29112697
0.020502398	0.29819804
0.013431329	0.3052691
0.00636026	0.31234017
-7.108096E-4	0.31941122
-0.010710809	0.31941122
-0.02071081	0.31941122
-0.030710809	0.31941122
-0.040710807	0.31941122
-0.05071081	0.31941122
-0.060710806	0.31941122
-0.07071081	0.31941122
-0.080710806	0.31941122
-0.08778188	0.31234014
-0.08778187	0.30234015
-0.0807108	0.29526907
-0.0707108	0.29526907
-0.06363974	0.30234015
-0.05656867	0.30941123
-0.049497604	0.31648228
-0.04242654	0.32355335
-0.035355475	0.33062443
-0.045355476	0.33062443
-0.035355475	0.33062443
-0.025355475	0.33062443
-0.018284407	0.32355335
-0.011213336	0.3164823
-0.0041422658	0.30941123
0.005857734	0.30941123
0.015857734	0.30941123
0.025857734	0.30941126
0.035857733	0.30941126
0.04585773	0.30941126
0.055857733	0.30941126
0.06585773	0.30941126
0.07585773	0.30941126
0.085857734	0.30941126
0.09585773	0.30941126
0.10585773	0.3094113
0.11585773	0.3094113
0.12585773	0.3094113
0.13585773	0.3094113
0.1429288	0.3023402
0.14999987	0.29526916
0.15999988	0.29526916
0.1529288	0.3023402
0.14585774	0.3094113
0.13878666	0.31648237
0.12878665	0.31648234
0.11878666	0.31648234
0.11171559	0.3235534
0.104644515	0.33062446
0.097573444	0.33769554
0.08757345	0.33769554
0.07757345	0.33769554
0.070502385	0.33062446
0.06343132	0.32355338
0.06343132	0.3135534
0.06343133	0.30355337
0.0705024	0.29648232
0.0805024	0.29648232
0.090502396	0.29648232
0.1005024	0.29648232
0.1105024	0.29648235
0.1205024	0.29648235
0.12757348	0.28941128
0.12757348	0.2794113
0.12757348	0.2694113
0.12757349	0.25941128
0.13464455	0.25234023
0.14464456	0.25234023
0.15464455	0.25234023
0.16464455	0.25234023
0.17464456	0.25234023
0.18464455	0.25234026
0.19464456	0.25234026
0.20464456	0.25234026
0.21464455	0.25234026
0.20757349	0.25941133
0.20050241	0.26648238
0.19343133	0.27355346
0.18636027	0.2806245
0.17928919	0.2876956
0.17221813	0.29476663
0.16514705	0.3018377
0.15807597	0.30890876
0.15100491	0.31597984
0.14393383	0.3230509
0.13686277	0.33012196
0.12979169	0.337193
0.12272062	0.3442641
0.13272062	0.3442641
0.14272062	0.3442641
0.14979169	0.33719304
0.15686277	0.33012196
0.16393383	0.32305092
0.16393384	0.3130509
0.15686278	0.30597985
0.1497917	0.29890877
0.13979171	0.29890877
0.13272063	0.30597982
0.12272064	0.30597982
0.115649566	0.3130509
0.10564957	0.3130509
0.0985785	0.32012194
0.0885785	0.32012194
0.08150743	0.327193
0.07443636	0.33426407
0.06443636	0.33426407
0.05443636	0.33426407
0.044436358	0.33426407
0.03443636	0.33426404
0.024436358	0.33426404
0.014436359	0.33426404
0.004436359	0.33426404
-0.005563641	0.33426404
-0.015563641	0.33426404
-0.02556364	0.33426404
-0.03556364	0.334264
-0.04556364	0.334264
-0.05556364	0.334264
-0.06556364	0.334264
-0.07556364	0.334264
-0.08556364	0.334264
-0.095563635	0.334264
-0.10556364	0.33426398
-0.11556364	0.33426398
-0.12556364	0.33426398
-0.13556364	0.33426398
-0.14556363	0.33426398
-0.1526347	0.3271929
-0.14556363	0.33426398
-0.13849257	0.34133506
-0.12849258	0.34133506
-0.11849257	0.34133506
-0.1114215	0.33426398
-0.101421505	0.33426398
-0.0914215	0.33426398
-0.0814215	0.334264
-0.071421504	0.334264
-0.061421502	0.334264
-0.051421504	0.334264
-0.041421503	0.334264
-0.031421505	0.334264
-0.021421505	0.334264
-0.011421504	0.334264
-0.0014215049	0.334264
0.008578495	0.33426404
0.018578494	0.33426404
0.028578494	0.33426404
0.035649564	0.32719296
0.045649566	0.32719296
0.055649564	0.32719296
0.06564956	0.327193
0.07564957	0.327193
0.085649565	0.327193
0.09564956	0.327193
0.10564956	0.327193
0.115649566	0.327193
0.12564956	0.327193
0.11857849	0.33426407
0.11150742	0.34133512
0.10150742	0.34133512
0.09150742	0.34133512
0.08150742	0.34133512
0.071507424	0.34133512
0.061507422	0.34133512
0.05150742	0.34133512
0.041507423	0.3413351
0.03150742	0.3413351
0.021507423	0.3413351
0.014436359	0.334264
0.0073652943	0.32719296
0.0073652994	0.31719294
0.014436371	0.3101219
0.02443637	0.3101219
0.03443637	0.3101219
0.04443637	0.3101219
0.05150744	0.30305085
0.051507447	0.29305083
0.058578517	0.28597978
0.06857852	0.28597978
0.07857852	0.28597978
0.088578515	0.28597978
0.09857851	0.2859798
0.10857852	0.2859798
0.118578516	0.2859798
0.12564959	0.27890873
0.13564959	0.27890876
0.14564958	0.27890876
0.15564959	0.27890876
0.1656496	0.27890876
0.17564958	0.27890876
0.18564959	0.27890876
0.19564958	0.2789088
0.20272066	0.2718377
0.20979173	0.26476666
0.2168628	0.2576956
0.22393388	0.2506245
0.22393388	0.24062452
0.23100495	0.23355345
0.23807602	0.22648239
0.2451471	0.21941133
0.25221816	0.21234027
0.25928923	0.2052692
0.2663603	0.19819814
0.27343136	0.19112708
0.28050244	0.18405601
0.28757352	0.17698495
