x	y	random
0.01	-0.35	true
0.02	-0.35	true
0.03	-0.35	true
0.037071068	-0.34292892	true
0.044142134	-0.33585787	true
0.054142132	-0.33585787	true
0.06414213	-0.33585787	true
0.074142136	-0.33585787	true
0.08414213	-0.33585787	true
0.091213204	-0.34292892	true
0.08414213	-0.35	true
0.07707106	-0.35707107	true
0.067071065	-0.35707107	true
0.06	-0.36414212	true
0.05292893	-0.3712132	true
0.04585786	-0.37828428	true
0.05585786	-0.37828428	true
0.06585786	-0.37828428	true
0.07585786	-0.37828428	true
0.08585786	-0.37828428	true
0.09585786	-0.37828428	true
0.10292893	-0.3712132	true
0.10999999	-0.36414212	true
0.10999999	-0.35414213	true
0.10999999	-0.34414214	true
0.11707106	-0.33707106	true
0.124142125	-0.32999998	true
0.1312132	-0.32292894	true
0.1312132	-0.31292892	true
0.124142125	-0.30585787	true
0.124142125	-0.29585785	true
0.13121319	-0.2887868	true
0.13828427	-0.28171572	true
0.14535533	-0.27464464	true
0.15242639	-0.2675736	true
0.15242639	-0.25757357	true
0.15242639	-0.24757358	true
0.15949747	-0.24050252	true
0.16656853	-0.23343144	true
0.16656853	-0.22343145	true
0.1736396	-0.21636038	true
0.18071066	-0.20928931	true
0.18778174	-0.20221825	true
0.1948528	-0.19514717	true
0.20192386	-0.18807611	true
0.20899494	-0.18100505	true
0.216066	-0.17393397	true
0.216066	-0.16393398	true
0.22313707	-0.15686291	true
0.23020814	-0.14979184	true
0.2372792	-0.14272077	true
0.24727921	-0.14272077	true
0.25435027	-0.14979184	true
0.26142135	-0.15686291	true
0.26142135	-0.1668629	true
0.2684924	-0.17393397	true
0.27849242	-0.17393397	true
0.28556347	-0.1668629	true
0.29263455	-0.15979184	true
0.29263455	-0.14979184	true
0.29263455	-0.13979185	true
0.2997056	-0.13272077	true
0.30677667	-0.1256497	true
0.31384775	-0.118578635	true
0.3209188	-0.11150757	true
0.32798988	-0.1044365	true
0.33506095	-0.09736543	true
0.342132	-0.09029437	true
0.34920308	-0.0832233	true
0.35627416	-0.07615223	true
0.3633452	-0.069081165	true
0.3633452	-0.059081163	true
0.3633452	-0.04908116	true
0.37041628	-0.042010095	true
0.37748736	-0.03493903	true
0.37748736	-0.024939027	true
0.37041628	-0.01786796	true
0.3633452	-0.010796892	true
0.35334522	-0.010796893	true
0.34334522	-0.010796894	true
0.3333452	-0.010796895	true
0.3233452	-0.010796896	true
0.31334522	-0.010796897	true
0.30627415	-0.0037258298	true
0.29920307	0.0033452373	true
0.28920308	0.0033452366	true
0.2792031	0.0033452357	true
0.26920307	0.0033452348	true
0.25920308	0.0033452339	true
0.24920309	0.0033452332	true
0.23920308	0.0033452322	true
0.23213202	0.010416299	false
0.23213202	0.020416299	false
0.22506094	0.027487366	true
0.21798988	0.034558434	true
0.20798987	0.034558434	false
0.20798987	0.044558432	false
0.20798987	0.054558434	false
0.20798987	0.06455843	false
0.20798987	0.07455843	false
0.20798987	0.084558435	false
0.20798987	0.09455843	true
0.20798987	0.10455843	true
0.21506093	0.1116295	true
0.22506094	0.1116295	true
0.232132	0.118700564	true
0.23920308	0.12577164	true
0.24627414	0.1328427	true
0.25627413	0.1328427	true
0.26627415	0.1328427	true
0.27627414	0.1328427	true
0.28627414	0.1328427	true
0.2933452	0.13991377	true
0.3004163	0.14698485	true
0.30748734	0.15405591	true
0.30748734	0.1640559	true
0.31748733	0.1640559	true
0.3245584	0.15698484	true
0.33162948	0.14991377	true
0.33870053	0.1428427	true
0.3457716	0.13577163	true
0.3528427	0.12870057	true
0.3528427	0.118700564	true
0.3528427	0.108700566	true
0.3528427	0.09870057	true
0.3457716	0.0916295	true
0.33870053	0.084558435	true
0.33162948	0.077487364	true
0.3245584	0.0704163	true
0.31748733	0.06334523	true
0.31041628	0.056274164	true
0.3033452	0.049203098	true
0.29627413	0.04213203	true
0.28920308	0.03506096	true
0.28920308	0.025060963	true
0.28920308	0.015060963	true
0.28920308	0.0050609633	true
0.282132	-0.002010104	true
0.272132	-0.002010103	true
0.262132	-0.0020101024	true
0.25506094	-0.009081169	true
0.262132	-0.0020101028	false
0.26920307	0.005060964	true
0.27627414	0.01213203	true
0.2833452	0.019203097	true
0.29041627	0.026274163	true
0.29748735	0.03334523	true
0.3045584	0.040416297	true
0.31455842	0.040416297	true
0.32162946	0.033345226	true
0.32162946	0.023345226	true
0.32162946	0.013345226	true
0.32162946	0.0033452264	true
0.32870054	-0.0037258426	true
0.3357716	-0.010796912	true
0.34284267	-0.01786798	true
0.34991375	-0.024939049	true
0.3569848	-0.03201012	true
0.36405587	-0.039081186	true
0.36405587	-0.049081188	true
0.36405587	-0.059081186	true
0.36405587	-0.06908119	true
0.36405587	-0.079081185	true
0.36405584	-0.08908118	true
0.3569848	-0.09615225	true
0.34991372	-0.10322332	true
0.34284264	-0.11029439	true
0.3357716	-0.11736545	true
0.3287005	-0.12443652	true
0.32162943	-0.13150758	true
0.31455836	-0.13857865	true
0.3074873	-0.14564972	true
0.30041623	-0.15272078	true
0.29334515	-0.15979184	true
0.2862741	-0.1668629	true
0.27627409	-0.1668629	true
0.26920304	-0.15979184	true
0.25920302	-0.15979184	true
0.24920303	-0.15979184	true
0.23920304	-0.15979183	true
0.22920303	-0.15979183	true
0.21920303	-0.15979183	true
0.21213196	-0.16686289	true
0.20506088	-0.17393395	true
0.19798982	-0.18100503	true
0.19091876	-0.1880761	true
0.18384768	-0.19514716	true
0.17677662	-0.20221822	true
0.16970554	-0.20928928	true
0.16263448	-0.21636036	true
