x	y
0.01	-0.35
0.02	-0.35
0.027071066	-0.34292892
0.034142133	-0.33585787
0.041213203	-0.3287868
0.04828427	-0.3217157
0.055355337	-0.31464466
0.06535534	-0.31464466
0.075355336	-0.31464466
0.085355334	-0.31464466
0.09535534	-0.31464466
0.10535534	-0.31464466
0.115355335	-0.31464466
0.122426406	-0.3075736
0.122426406	-0.2975736
0.122426406	-0.28757358
0.122426406	-0.2775736
0.1224264	-0.2675736
0.1224264	-0.25757357
0.1224264	-0.24757358
0.1224264	-0.2375736
0.1224264	-0.22757359
0.1224264	-0.21757358
0.1224264	-0.2075736
0.1224264	-0.19757359
0.1224264	-0.1875736
0.1224264	-0.17757359
0.1224264	-0.16757359
0.11535533	-0.16050252
0.10535533	-0.16050252
0.09535533	-0.16050252
0.08535533	-0.16050252
0.07535533	-0.16050252
0.068284266	-0.1675736
0.061213195	-0.17464466
0.05414213	-0.18171573
0.047071062	-0.1887868
0.047071062	-0.1987868
0.047071066	-0.2087868
0.047071066	-0.2187868
0.04	-0.22585787
0.032928932	-0.23292893
0.032928932	-0.24292894
0.025857868	-0.25
0.0187868	-0.25707108
0.011715733	-0.26414216
0.011715734	-0.27414215
0.011715736	-0.28414214
0.018786805	-0.2912132
0.028786805	-0.2912132
0.035857875	-0.29828426
0.04292894	-0.30535534
0.052928943	-0.30535534
0.062928945	-0.30535534
0.07292894	-0.30535534
0.08292894	-0.30535534
0.09292894	-0.30535534
0.085857876	-0.3124264
0.078786805	-0.31949747
0.06878681	-0.31949747
0.058786806	-0.31949747
0.048786808	-0.31949747
0.038786806	-0.31949747
0.028786808	-0.31949747
0.02171574	-0.31242642
0.014644672	-0.30535534
0.014644671	-0.29535535
0.014644671	-0.28535533
0.01464467	-0.27535534
0.01464467	-0.26535535
0.014644669	-0.25535533
0.014644669	-0.24535534
0.014644668	-0.23535533
0.014644668	-0.22535534
0.021715736	-0.21828426
0.031715736	-0.21828426
0.041715734	-0.21828426
0.051715735	-0.21828426
0.058786802	-0.22535534
0.0687868	-0.22535534
0.078786805	-0.22535534
0.0887868	-0.22535534
0.0987868	-0.22535534
0.10585787	-0.2324264
0.112928934	-0.23949747
0.120000005	-0.24656855
0.12707107	-0.2536396
0.13414215	-0.2607107
0.14414214	-0.2607107
0.15121321	-0.2536396
0.15828428	-0.24656855
0.16828427	-0.24656855
0.17828427	-0.24656855
0.18828428	-0.24656855
0.19828427	-0.24656855
0.20828427	-0.24656855
0.21828428	-0.24656855
0.22535534	-0.23949747
0.2324264	-0.2324264
0.23949747	-0.22535534
0.24656855	-0.21828426
0.2536396	-0.2112132
0.2607107	-0.20414214
0.26778173	-0.19707106
0.26778173	-0.18707107
0.26778173	-0.17707106
0.26778173	-0.16707107
0.2748528	-0.16
0.2748528	-0.17
0.26778173	-0.17707106
0.2607107	-0.18414213
0.2536396	-0.1912132
0.24656855	-0.19828427
0.24656853	-0.20828427
0.23949747	-0.21535534
0.2324264	-0.2224264
0.22535533	-0.22949748
0.21828426	-0.23656854
0.2112132	-0.2436396
0.20414212	-0.25071067
0.19707106	-0.25778174
0.19	-0.2648528
0.17999999	-0.2648528
0.16999999	-0.2648528
0.16292892	-0.27192387
0.15585786	-0.27899495
0.14878678	-0.286066
0.1387868	-0.286066
0.12878679	-0.286066
0.121715724	-0.27899495
0.11171573	-0.27899495
0.104644656	-0.27192387
0.097573586	-0.2648528
0.09757359	-0.2548528
0.09757359	-0.2448528
0.10464466	-0.23778173
0.11171573	-0.23071067
0.1187868	-0.22363959
0.1187868	-0.2136396
0.1187868	-0.2036396
0.118786804	-0.1936396
0.118786804	-0.1836396
0.118786804	-0.1736396
0.12585787	-0.16656853
0.13585788	-0.16656853
0.14292894	-0.17363961
0.15	-0.18071067
