x	y	random
0.01	-0.35	true
0.017071066	-0.34292892	true
0.024142135	-0.33585787	true
0.034142133	-0.33585787	true
0.041213203	-0.34292892	true
0.04828427	-0.35	true
0.058284268	-0.35	true
0.068284266	-0.35	true
0.07828427	-0.35	true
0.08828427	-0.35	true
0.09828427	-0.35	true
0.108284265	-0.35	true
0.11828427	-0.35	true
0.12535533	-0.34292892	true
0.1324264	-0.33585787	true
0.1424264	-0.33585787	true
0.1524264	-0.33585787	true
0.1624264	-0.33585787	true
0.1724264	-0.33585787	true
0.18242641	-0.33585787	true
0.1924264	-0.33585787	true
0.2024264	-0.33585787	true
0.20949747	-0.3287868	true
0.21656853	-0.3217157	true
0.2236396	-0.31464466	true
0.23071067	-0.3075736	true
0.23778173	-0.3005025	true
0.24485281	-0.29343146	true
0.25192386	-0.28636038	true
0.25899494	-0.2792893	true
0.266066	-0.27221826	true
0.27313706	-0.26514718	true
0.27313706	-0.2551472	true
0.28020814	-0.24807611	true
0.28727922	-0.24100505	true
0.28727922	-0.23100504	true
0.28727922	-0.22100505	true
0.28727922	-0.21100505	true
0.28727922	-0.20100504	true
0.28727922	-0.19100505	true
0.28727922	-0.18100505	true
0.28727922	-0.17100504	true
0.28727922	-0.16100505	true
0.28727922	-0.15100504	true
0.28727922	-0.14100505	true
0.28727922	-0.13100505	true
0.28727922	-0.12100505	true
0.28020814	-0.11393398	true
0.28020814	-0.10393398	true
0.28020814	-0.09393398	true
0.28020814	-0.08393398	true
0.28020814	-0.07393398	true
0.28020814	-0.06393398	true
0.28020814	-0.05393398	true
0.28020814	-0.04393398	true
0.28020814	-0.033933982	true
0.2872792	-0.026862914	true
0.29435027	-0.019791847	true
0.30142134	-0.012720779	true
0.3084924	-0.005649711	true
0.3184924	-0.005649711	true
0.3284924	-0.005649711	true
0.3384924	-0.005649711	true
0.34556347	0.0014213568	true
0.35263455	0.008492425	true
0.3597056	0.015563493	true
0.36677667	0.02263456	true
0.37384775	0.015563493	true
0.37384775	0.005563493	true
0.37384775	-0.004436507	true
0.36677667	-0.0115075745	true
0.3597056	-0.018578641	true
0.3597056	-0.02857864	true
0.3597056	-0.03857864	true
0.3597056	-0.048578642	true
0.3597056	-0.05857864	true
0.35263452	-0.06564971	true
0.34263453	-0.06564971	true
0.33263454	-0.0656497	true
