x	y	random
0.0070710676	-0.35707107	true
0.014142135	-0.36414212	true
0.021213202	-0.3712132	true
0.02828427	-0.37828428	true
0.035355337	-0.38535532	true
0.042426404	-0.3924264	true
0.049497474	-0.39949748	true
0.05656854	-0.40656853	true
0.06656854	-0.40656853	true
0.07656854	-0.40656853	true
0.08656854	-0.40656853	true
0.09656854	-0.40656853	true
0.10656854	-0.40656853	true
0.116568536	-0.40656853	true
0.12656854	-0.40656853	true
0.13656853	-0.40656853	true
0.14363961	-0.4136396	true
0.15071067	-0.42071068	true
0.15071067	-0.43071067	true
0.14363961	-0.43778175	true
0.1336396	-0.43778175	true
0.123639606	-0.43778175	true
0.11363961	-0.43778175	true
0.1036396	-0.43778172	true
0.09656854	-0.43071067	true
0.08949747	-0.4236396	true
0.08242641	-0.41656852	true
0.075355336	-0.40949747	true
0.06535534	-0.40949747	true
0.05535534	-0.40949747	true
0.04535534	-0.40949747	true
0.03535534	-0.40949747	true
0.025355339	-0.40949747	true
0.015355339	-0.40949747	true
0.008284272	-0.41656852	true
0.0012132031	-0.4236396	true
-0.005857865	-0.43071064	true
-0.0058578653	-0.44071066	true
-0.005857866	-0.45071065	true
-0.012928934	-0.45778173	true
-0.020000001	-0.46485278	true
-0.030000001	-0.46485278	true
-0.037071068	-0.45778173	true
-0.044142134	-0.45071065	true
-0.0512132	-0.44363958	true
-0.058284268	-0.43656853	true
-0.06535534	-0.42949745	true
-0.075355336	-0.42949745	true
-0.085355334	-0.42949745	true
-0.09535533	-0.42949745	true
-0.1024264	-0.43656853	true
-0.10949747	-0.44363958	true
-0.11949747	-0.44363958	true
-0.11242641	-0.45071065	true
-0.1024264	-0.45071065	true
-0.092426404	-0.45071065	true
-0.08242641	-0.45071065	true
-0.07242641	-0.45071065	true
-0.062426407	-0.45071065	true
-0.052426405	-0.45071065	true
-0.042426407	-0.45071065	true
-0.035355337	-0.4577817	true
-0.02828427	-0.46485278	true
-0.01828427	-0.46485278	true
-0.008284271	-0.46485278	true
0.0017157287	-0.46485278	true
0.008786797	-0.4577817	true
0.015857864	-0.45071065	true
0.02292893	-0.44363958	true
0.032928932	-0.44363958	true
0.04292893	-0.44363958	true
0.049999997	-0.4365685	true
0.057071067	-0.42949745	true
0.06414213	-0.42242637	true
0.0712132	-0.4153553	true
0.07828427	-0.40828425	true
0.085355334	-0.40121317	true
0.092426404	-0.3941421	true
0.09949747	-0.38707104	true
0.10656854	-0.37999997	true
0.11363961	-0.3729289	true
0.12071067	-0.36585784	true
0.12778173	-0.35878676	true
0.13778174	-0.35878676	true
0.14778174	-0.35878676	true
0.15778174	-0.35878676	true
0.16485281	-0.36585784	true
0.17192388	-0.3729289	true
0.18192388	-0.3729289	true
0.18899494	-0.37999997	true
0.19899495	-0.37999997	true
0.20606601	-0.38707104	true
0.21313708	-0.3941421	true
0.22020814	-0.40121317	true
0.23020814	-0.40121317	true
0.22313708	-0.40828425	true
0.21313708	-0.40828425	true
0.20313707	-0.40828425	true
0.196066	-0.40121317	true
0.196066	-0.39121318	true
0.196066	-0.38121316	true
0.18899494	-0.3741421	true
0.18192388	-0.36707103	true
0.17485282	-0.35999995	true
0.16778174	-0.3529289	true
0.16778174	-0.3429289	true
0.17485282	-0.33585784	true
0.18192388	-0.32878676	true
0.18899496	-0.32171568	true
0.19606602	-0.31464463	true
0.20313708	-0.30757356	true
0.21313709	-0.30757356	true
0.2231371	-0.30757356	true
0.23020816	-0.31464463	true
0.24020815	-0.31464463	true
0.25020817	-0.31464463	true
0.26020816	-0.31464463	true
0.27020815	-0.31464463	true
0.27727923	-0.3217157	true
0.28727922	-0.3217157	true
0.2972792	-0.3217157	true
0.3043503	-0.31464466	true
0.3043503	-0.30464464	true
0.31142136	-0.2975736	true
0.32142136	-0.2975736	true
0.33142135	-0.2975736	true
0.33849242	-0.29050252	true
0.3455635	-0.28343144	true
0.35263458	-0.2763604	true
0.35970563	-0.2692893	true
0.3667767	-0.26221827	true
0.37384778	-0.2551472	true
0.38091883	-0.24807613	true
0.39091885	-0.24807613	true
0.3979899	-0.24100506	true
0.40506098	-0.23393399	true
0.41213205	-0.22686292	true
0.4192031	-0.21979186	true
0.4192031	-0.20979185	true
0.41213205	-0.20272079	true
0.40506098	-0.19564971	true
0.39798993	-0.18857865	true
0.39091885	-0.18150759	true
0.38384777	-0.17443651	true
0.37677673	-0.16736545	true
0.36970565	-0.16029438	true
0.35970566	-0.16029438	true
0.34970564	-0.16029437	true
0.33970565	-0.16029437	true
0.32970566	-0.16029437	true
0.32263458	-0.1532233	true
0.31556353	-0.14615224	true
0.30849245	-0.13908117	true
0.30849245	-0.12908117	true
0.31556353	-0.122010104	true
0.32263458	-0.114939034	true
0.3326346	-0.114939034	true
0.33970565	-0.10786797	true
0.34677672	-0.10079691	true
0.3538478	-0.09372584	true
0.3638478	-0.09372584	true
0.3638478	-0.08372584	true
0.3638478	-0.07372584	true
0.3638478	-0.063725844	true
0.35677674	-0.056654774	true
0.34970567	-0.049583703	true
0.3426346	-0.042512637	true
0.3326346	-0.042512633	true
0.32556352	-0.035441566	true
0.31556353	-0.035441566	true
0.30556354	-0.035441563	true
0.29556352	-0.035441563	true
0.28556353	-0.035441563	true
0.27556354	-0.035441563	true
0.26556352	-0.03544156	true
0.25849247	-0.028370492	true
0.2514214	-0.021299424	true
0.2414214	-0.021299424	true
0.2314214	-0.021299422	true
0.22142139	-0.021299422	true
0.2114214	-0.02129942	true
0.2014214	-0.02129942	true
0.1914214	-0.021299418	true
0.1814214	-0.021299418	true
0.17435034	-0.028370485	true
0.16727926	-0.03544155	true
0.16727926	-0.045441553	true
0.16727926	-0.05544155	true
0.16727926	-0.06544155	true
0.16727926	-0.075441554	true
0.17435032	-0.08251262	true
0.18435033	-0.08251262	true
0.19435033	-0.08251262	true
0.2014214	-0.075441554	true
0.2014214	-0.06544155	true
0.19435033	-0.058370486	true
0.19435033	-0.048370484	true
0.19435033	-0.038370486	true
0.2014214	-0.031299416	true
0.20849246	-0.02422835	true
0.20849246	-0.01422835	true
0.2014214	-0.007157282	true
